item_id,order_id,product_id,quantity,unit_price,discount_amount
18440,18440,314,1,140.9,5
18441,18441,117,1,169.06,0
18442,18442,323,1,196.7,5
18443,18443,89,1,88.97,10
18444,18444,349,2,178.29,0
18445,18445,50,3,31.42,5
18446,18446,106,1,151.99,5
18447,18447,401,1,139.07,0
18448,18448,306,1,191.08,10
18449,18449,363,1,108.93,5
18450,18450,152,1,122.09,0
18451,18451,299,2,129.45,0
18452,18452,280,1,152.96,0
18453,18453,242,3,79.96,0
18454,18454,85,1,144.0,0
18455,18455,99,2,164.86,0
18456,18456,405,1,184.24,0
18457,18457,487,2,197.51,0
18458,18458,372,1,122.58,0
18459,18459,176,2,56.46,0
18460,18460,395,1,48.96,5
18461,18461,347,2,166.52,0
18462,18462,489,3,49.42,20
18463,18463,211,2,83.88,0
18464,18464,372,1,124.16,0
18465,18465,393,1,166.18,10
18466,18466,275,1,148.31,0
18467,18467,205,3,67.94,5
18468,18468,300,1,134.81,5
18469,18469,257,1,189.85,0
18470,18470,31,1,25.05,15
18471,18471,45,1,58.65,5
18472,18472,68,1,56.21,0
18473,18473,216,2,163.24,0
18474,18474,14,1,57.95,5
18475,18475,31,1,130.3,0
18476,18476,394,2,150.01,5
18477,18477,284,2,164.99,10
18478,18478,136,2,158.15,0
18479,18479,187,1,104.72,5
18480,18480,242,2,22.4,5
18481,18481,389,1,20.45,0
18482,18482,180,1,71.38,20
18483,18483,140,1,150.32,0
18484,18484,321,2,191.82,15
18485,18485,42,2,177.32,10
18486,18486,350,2,132.87,20
18487,18487,77,1,181.5,0
18488,18488,302,1,186.15,5
18489,18489,287,2,167.43,5
18490,18490,217,1,107.38,0
18491,18491,91,1,199.62,0
18492,18492,37,1,191.5,5
18493,18493,45,1,100.76,15
18494,18494,138,1,44.73,0
18495,18495,390,1,140.88,0
18496,18496,467,2,152.52,10
18497,18497,217,1,42.41,0
18498,18498,452,1,21.14,0
18499,18499,317,2,141.68,10
18500,18500,127,2,69.75,5
18501,18501,420,2,199.73,0
18502,18502,185,1,139.88,10
18503,18503,249,1,25.25,0
18504,18504,329,2,50.53,10
18505,18505,215,3,88.84,0
18506,18506,371,1,174.55,5
18507,18507,280,1,88.78,0
18508,18508,472,2,197.98,0
18509,18509,75,1,73.24,0
18510,18510,373,1,21.33,0
18511,18511,255,2,125.01,0
18512,18512,498,1,161.82,10
18513,18513,257,1,43.78,0
18514,18514,348,1,56.31,0
18515,18515,493,1,44.5,10
18516,18516,398,2,187.43,0
18517,18517,20,3,172.29,0
18518,18518,314,1,38.19,0
18519,18519,340,3,43.41,5
18520,18520,408,1,74.71,5
18521,18521,264,1,66.25,20
18522,18522,304,3,32.99,0
18523,18523,294,1,103.92,10
18524,18524,309,1,35.81,0
18525,18525,311,1,69.23,15
18526,18526,354,1,36.87,0
18527,18527,11,1,31.68,0
18528,18528,429,1,61.15,0
18529,18529,208,2,43.61,10
18530,18530,456,1,152.91,15
18531,18531,74,2,184.85,0
18532,18532,51,1,34.04,10
18533,18533,357,1,166.23,0
18534,18534,39,1,122.86,0
18535,18535,408,2,149.33,5
18536,18536,405,2,135.92,10
18537,18537,261,1,37.67,20
18538,18538,218,1,77.32,5
18539,18539,183,1,192.07,5
18540,18540,420,1,152.55,20
18541,18541,488,2,149.52,0
18542,18542,273,1,145.39,0
18543,18543,86,1,149.34,5
18544,18544,390,3,181.79,15
18545,18545,62,2,77.67,5
18546,18546,462,3,24.19,0
18547,18547,186,1,197.26,5
18548,18548,472,1,129.57,10
18549,18549,472,1,38.63,0
18550,18550,171,1,55.76,15
18551,18551,248,3,186.87,0
18552,18552,216,1,62.38,15
18553,18553,92,1,157.26,0
18554,18554,233,2,166.77,0
18555,18555,378,1,49.23,10
18556,18556,273,2,113.87,5
18557,18557,42,1,166.74,20
18558,18558,447,1,42.64,5
18559,18559,197,1,136.84,0
18560,18560,321,2,153.92,10
18561,18561,165,1,153.92,10
18562,18562,349,1,164.44,0
18563,18563,220,1,83.52,10
18564,18564,217,2,102.18,0
18565,18565,46,1,140.14,0
18566,18566,184,1,104.28,10
18567,18567,130,2,185.74,0
18568,18568,475,1,132.24,0
18569,18569,88,1,178.41,0
18570,18570,87,2,98.36,10
18571,18571,197,3,153.07,0
18572,18572,496,1,90.1,0
18573,18573,252,1,30.11,10
18574,18574,293,1,105.02,10
18575,18575,264,1,46.74,10
18576,18576,199,1,51.04,0
18577,18577,53,3,33.65,0
18578,18578,204,1,158.12,0
18579,18579,432,1,174.4,0
18580,18580,451,1,32.52,0
18581,18581,31,2,160.6,0
18582,18582,477,1,143.72,5
18583,18583,104,1,24.76,0
18584,18584,249,1,157.92,0
18585,18585,185,1,129.01,10
18586,18586,324,2,103.68,5
18587,18587,136,2,180.83,10
18588,18588,367,1,189.49,5
18589,18589,220,1,153.61,15
18590,18590,242,1,135.54,0
18591,18591,428,1,169.72,15
18592,18592,340,2,177.93,10
18593,18593,220,3,62.74,15
18594,18594,475,2,33.14,10
18595,18595,318,1,94.38,0
18596,18596,446,1,68.2,10
18597,18597,316,2,98.87,15
18598,18598,304,1,88.17,10
18599,18599,130,2,66.46,5
18600,18600,347,1,194.35,10
18601,18601,66,1,161.46,15
18602,18602,312,2,134.6,20
18603,18603,471,3,31.02,5
18604,18604,486,1,24.08,0
18605,18605,389,1,197.56,0
18606,18606,327,1,113.3,10
18607,18607,372,1,191.53,5
18608,18608,389,2,147.08,0
18609,18609,93,2,169.24,0
18610,18610,442,1,89.3,10
18611,18611,266,3,50.18,5
18612,18612,409,1,24.52,0
18613,18613,293,1,124.05,5
18614,18614,301,1,35.9,0
18615,18615,279,1,188.99,15
18616,18616,142,1,106.66,15
18617,18617,257,1,178.28,0
18618,18618,484,2,52.59,0
18619,18619,156,1,97.4,0
18620,18620,223,1,28.28,0
18621,18621,279,1,67.13,5
18622,18622,140,3,21.05,0
18623,18623,90,1,121.78,20
18624,18624,309,2,89.79,0
18625,18625,130,2,48.33,10
18626,18626,315,1,31.46,15
18627,18627,73,1,176.86,0
18628,18628,466,3,59.47,0
18629,18629,128,1,131.3,0
18630,18630,477,3,165.62,0
18631,18631,204,2,79.8,0
18632,18632,323,1,199.42,5
18633,18633,283,3,188.67,5
18634,18634,139,1,86.81,0
18635,18635,72,1,180.48,0
18636,18636,138,1,110.93,0
18637,18637,333,1,170.44,0
18638,18638,433,1,184.45,0
18639,18639,275,2,140.33,0
18640,18640,493,1,190.89,0
18641,18641,78,1,29.1,10
18642,18642,291,1,155.02,5
18643,18643,106,1,188.65,10
18644,18644,227,2,60.35,5
18645,18645,431,2,144.2,0
18646,18646,158,1,35.6,5
18647,18647,426,1,181.45,10
18648,18648,353,3,151.65,0
18649,18649,38,1,45.75,0
18650,18650,276,1,74.54,0
18651,18651,251,3,31.69,15
18652,18652,441,2,186.52,10
18653,18653,394,1,43.51,5
18654,18654,339,1,98.83,5
18655,18655,94,2,190.61,0
18656,18656,80,1,166.39,5
18657,18657,286,1,157.52,0
18658,18658,437,1,30.88,15
18659,18659,427,2,160.37,0
18660,18660,55,3,70.87,0
18661,18661,417,1,168.84,5
18662,18662,30,1,89.29,20
18663,18663,403,1,186.29,15
18664,18664,153,1,118.06,15
18665,18665,154,2,123.35,0
18666,18666,179,1,64.39,5
18667,18667,482,1,155.78,0
18668,18668,433,1,162.0,0
18669,18669,277,2,120.39,15
18670,18670,307,3,114.41,5
18671,18671,376,2,138.0,10
18672,18672,31,1,112.42,5
18673,18673,323,1,85.78,10
18674,18674,392,3,195.14,15
18675,18675,172,2,177.26,10
18676,18676,294,1,71.36,15
18677,18677,57,1,100.83,0
18678,18678,199,1,45.79,10
18679,18679,220,2,73.05,0
18680,18680,343,1,126.24,0
18681,18681,177,1,23.16,0
18682,18682,336,1,173.43,5
18683,18683,37,2,35.0,0
18684,18684,272,1,81.64,10
18685,18685,390,1,130.54,0
18686,18686,79,1,158.42,15
18687,18687,286,1,21.78,15
18688,18688,260,2,169.74,10
18689,18689,153,2,68.5,0
18690,18690,415,1,164.09,5
18691,18691,16,1,69.39,0
18692,18692,142,1,172.17,15
18693,18693,161,3,168.15,0
18694,18694,492,2,113.89,0
18695,18695,13,1,22.66,0
18696,18696,142,2,141.95,15
18697,18697,371,1,196.3,10
18698,18698,267,1,130.06,10
18699,18699,432,1,61.23,0
18700,18700,406,1,76.19,0
18701,18701,465,1,116.92,0
18702,18702,136,1,142.7,10
18703,18703,458,2,41.07,20
18704,18704,199,3,24.68,5
18705,18705,459,3,116.14,0
18706,18706,185,1,108.55,10
18707,18707,213,1,163.45,0
18708,18708,137,1,38.53,10
18709,18709,79,2,52.0,0
18710,18710,73,1,177.03,10
18711,18711,472,1,115.82,0
18712,18712,188,1,104.71,5
18713,18713,287,3,106.3,10
18714,18714,456,2,190.68,0
18715,18715,164,3,157.0,10
18716,18716,415,2,197.36,0
18717,18717,335,1,179.55,0
18718,18718,303,1,100.42,15
18719,18719,262,1,64.63,10
18720,18720,282,1,127.49,5
18721,18721,116,2,63.39,5
18722,18722,7,1,135.71,0
18723,18723,82,2,111.8,20
18724,18724,298,1,154.52,0
18725,18725,300,1,123.76,10
18726,18726,46,1,109.84,0
18727,18727,309,1,104.17,0
18728,18728,467,3,154.07,5
18729,18729,356,2,127.09,10
18730,18730,400,3,178.3,10
18731,18731,443,1,94.78,20
18732,18732,156,1,120.53,0
18733,18733,397,1,114.47,5
18734,18734,122,2,41.37,5
18735,18735,366,1,108.78,0
18736,18736,469,2,172.88,0
18737,18737,411,1,48.54,5
18738,18738,111,1,165.13,0
18739,18739,259,1,136.27,10
18740,18740,473,2,79.06,0
18741,18741,420,1,197.54,0
18742,18742,11,1,180.46,0
18743,18743,143,1,63.46,5
18744,18744,238,1,180.19,0
18745,18745,63,1,135.54,0
18746,18746,366,1,106.2,10
18747,18747,193,1,62.94,15
18748,18748,157,1,36.42,15
18749,18749,464,1,105.95,5
18750,18750,147,1,29.76,10
18751,18751,450,2,168.15,5
18752,18752,426,3,34.44,0
18753,18753,377,3,26.22,0
18754,18754,344,2,54.78,0
18755,18755,368,1,34.48,5
18756,18756,175,1,102.35,0
18757,18757,442,1,185.09,0
18758,18758,183,2,136.37,0
18759,18759,62,3,148.9,0
18760,18760,500,1,160.6,10
18761,18761,196,1,68.4,10
18762,18762,231,1,55.12,10
18763,18763,248,2,110.23,0
18764,18764,95,1,148.45,5
18765,18765,158,1,80.39,0
18766,18766,224,2,188.54,0
18767,18767,107,1,84.24,0
18768,18768,47,1,69.49,5
18769,18769,272,1,152.34,0
18770,18770,105,1,56.37,5
18771,18771,197,2,73.76,0
18772,18772,91,1,82.59,20
18773,18773,94,1,83.59,0
18774,18774,198,3,94.8,5
18775,18775,382,1,35.77,5
18776,18776,187,1,197.31,10
18777,18777,85,1,142.97,0
18778,18778,158,1,96.49,5
18779,18779,137,1,133.65,0
18780,18780,158,1,134.46,0
18781,18781,200,1,48.03,0
18782,18782,304,1,98.31,0
18783,18783,468,1,190.92,0
18784,18784,384,3,60.89,10
18785,18785,198,2,88.58,15
18786,18786,5,1,77.07,0
18787,18787,370,1,167.19,5
18788,18788,172,2,55.49,0
18789,18789,171,3,82.57,0
18790,18790,144,1,180.39,5
18791,18791,400,1,77.74,5
18792,18792,364,2,43.9,5
18793,18793,68,1,193.75,5
18794,18794,239,1,147.66,5
18795,18795,279,1,77.78,0
18796,18796,374,1,100.31,5
18797,18797,193,1,76.25,10
18798,18798,227,1,39.47,0
18799,18799,38,2,92.78,0
18800,18800,479,1,157.03,0
18801,18801,190,3,151.69,10
18802,18802,83,1,43.79,10
18803,18803,326,3,35.0,5
18804,18804,201,2,110.72,10
18805,18805,454,2,31.43,5
18806,18806,339,1,193.47,0
18807,18807,379,2,132.71,5
18808,18808,378,3,41.3,5
18809,18809,384,1,109.58,15
18810,18810,126,1,196.05,5
18811,18811,223,1,30.27,10
18812,18812,423,1,53.66,0
18813,18813,221,1,163.0,0
18814,18814,405,3,58.96,5
18815,18815,251,1,155.0,5
18816,18816,374,1,187.8,20
18817,18817,335,1,81.73,20
18818,18818,317,1,119.47,0
18819,18819,237,3,166.53,0
18820,18820,476,1,64.63,5
18821,18821,125,1,116.63,0
18822,18822,449,1,56.26,0
18823,18823,358,2,191.45,0
18824,18824,441,2,104.33,10
18825,18825,173,1,137.37,0
18826,18826,488,3,41.31,0
18827,18827,171,2,142.25,5
18828,18828,304,2,173.61,0
18829,18829,93,1,178.29,15
18830,18830,87,2,84.06,5
18831,18831,442,1,199.41,0
18832,18832,59,1,59.45,5
18833,18833,272,1,195.53,0
18834,18834,156,1,20.38,0
18835,18835,31,1,141.53,15
18836,18836,373,1,110.2,10
18837,18837,487,1,155.77,15
18838,18838,223,1,42.31,0
18839,18839,416,1,66.91,20
18840,18840,130,1,173.61,5
18841,18841,424,2,74.69,10
18842,18842,448,3,109.0,5
18843,18843,154,3,140.91,0
18844,18844,214,2,34.86,5
18845,18845,166,1,63.43,0
18846,18846,350,1,33.11,0
18847,18847,139,3,86.99,5
18848,18848,143,1,45.95,0
18849,18849,434,1,177.71,15
18850,18850,419,1,44.88,15
18851,18851,498,3,50.44,5
18852,18852,180,1,31.87,5
18853,18853,228,2,157.77,0
18854,18854,132,1,176.86,0
18855,18855,284,1,124.25,0
18856,18856,237,1,197.24,5
18857,18857,425,1,50.62,10
18858,18858,466,1,66.64,5
18859,18859,206,1,150.09,20
18860,18860,231,3,62.4,0
18861,18861,354,1,135.48,10
18862,18862,174,1,80.46,0
18863,18863,135,3,113.1,15
18864,18864,37,1,72.71,20
18865,18865,304,2,56.91,5
18866,18866,328,1,151.16,0
18867,18867,189,2,102.57,0
18868,18868,199,1,165.33,5
18869,18869,45,2,28.93,5
18870,18870,198,1,113.15,5
18871,18871,29,1,37.2,10
18872,18872,357,1,73.83,15
18873,18873,183,1,42.73,20
18874,18874,200,2,53.19,10
18875,18875,103,1,65.95,0
18876,18876,417,3,61.66,5
18877,18877,242,1,59.73,0
18878,18878,161,1,167.03,5
18879,18879,50,1,98.1,0
18880,18880,21,1,51.52,0
18881,18881,391,2,98.0,10
18882,18882,318,1,110.53,0
18883,18883,378,1,137.43,15
18884,18884,67,2,117.15,0
18885,18885,434,1,47.38,10
18886,18886,443,3,137.52,0
18887,18887,208,1,112.08,5
18888,18888,444,1,81.85,0
18889,18889,230,1,100.01,0
18890,18890,308,1,174.96,0
18891,18891,139,2,137.12,0
18892,18892,297,1,37.39,5
18893,18893,83,1,161.41,0
18894,18894,175,2,171.92,5
18895,18895,381,1,100.8,0
18896,18896,62,3,42.83,0
18897,18897,146,1,156.71,5
18898,18898,92,2,110.17,0
18899,18899,110,3,146.75,10
18900,18900,425,1,186.46,5
18901,18901,477,1,76.44,10
18902,18902,361,1,70.09,0
18903,18903,157,1,46.72,0
18904,18904,325,1,171.33,5
18905,18905,69,3,126.03,0
18906,18906,79,1,101.6,0
18907,18907,115,1,183.3,0
18908,18908,147,1,40.28,5
18909,18909,57,1,104.79,0
18910,18910,224,2,60.52,0
18911,18911,146,1,150.35,0
18912,18912,320,1,38.04,10
18913,18913,238,1,146.21,20
18914,18914,400,1,141.27,0
18915,18915,279,1,198.77,0
18916,18916,69,3,86.25,0
18917,18917,163,1,149.46,15
18918,18918,285,1,67.91,15
18919,18919,244,1,190.87,0
18920,18920,455,1,63.58,0
18921,18921,323,2,173.75,0
18922,18922,479,2,55.49,5
18923,18923,412,1,59.61,15
18924,18924,257,1,144.55,20
18925,18925,360,1,93.87,10
18926,18926,433,1,181.7,10
18927,18927,422,1,35.19,0
18928,18928,429,1,36.96,5
18929,18929,464,1,120.89,15
18930,18930,402,2,59.04,5
18931,18931,355,1,27.96,5
18932,18932,80,2,70.71,0
18933,18933,37,1,91.63,0
18934,18934,262,2,36.32,15
18935,18935,448,1,92.67,0
18936,18936,285,1,176.59,0
18937,18937,131,1,189.77,10
18938,18938,444,2,68.85,5
18939,18939,264,1,119.18,10
18940,18940,457,1,56.13,0
18941,18941,18,1,116.72,0
18942,18942,58,1,64.38,5
18943,18943,44,3,158.87,10
18944,18944,300,2,126.83,5
18945,18945,12,1,65.51,10
18946,18946,276,2,161.21,0
18947,18947,291,1,131.73,0
18948,18948,64,1,56.15,5
18949,18949,47,1,179.18,0
18950,18950,425,1,137.95,5
18951,18951,479,1,38.25,0
18952,18952,296,2,21.18,5
18953,18953,171,2,78.55,10
18954,18954,360,1,102.45,10
18955,18955,455,1,79.62,0
18956,18956,79,1,75.83,10
18957,18957,65,1,31.53,0
18958,18958,113,1,144.6,0
18959,18959,237,1,140.55,5
18960,18960,249,1,63.13,5
18961,18961,411,1,106.91,10
18962,18962,119,1,89.53,10
18963,18963,492,1,151.91,15
18964,18964,121,1,40.32,20
18965,18965,364,1,178.35,0
18966,18966,172,2,84.74,0
18967,18967,201,2,52.85,0
18968,18968,415,1,51.65,0
18969,18969,453,1,190.69,15
18970,18970,67,2,40.78,0
18971,18971,50,1,62.94,10
18972,18972,368,1,111.83,5
18973,18973,192,1,65.03,10
18974,18974,87,3,53.37,10
18975,18975,348,1,121.44,0
18976,18976,30,3,176.78,0
18977,18977,492,3,125.54,5
18978,18978,73,1,164.3,5
18979,18979,353,1,152.59,0
18980,18980,237,1,196.3,5
18981,18981,119,1,32.9,0
18982,18982,97,1,56.64,0
18983,18983,301,1,131.48,5
18984,18984,248,1,83.09,0
18985,18985,364,1,66.9,15
18986,18986,251,1,188.46,0
18987,18987,310,2,65.25,0
18988,18988,191,3,73.17,15
18989,18989,363,3,26.42,20
18990,18990,73,1,64.26,15
18991,18991,104,1,169.71,5
18992,18992,98,1,138.64,0
18993,18993,247,3,177.71,0
18994,18994,437,1,63.46,5
18995,18995,218,1,125.24,0
18996,18996,295,1,129.18,0
18997,18997,129,1,172.07,5
18998,18998,13,1,59.11,5
18999,18999,466,2,79.98,10
19000,19000,154,1,169.02,0
19001,19001,268,1,58.15,10
19002,19002,224,2,63.22,0
19003,19003,70,3,50.94,0
19004,19004,388,1,197.47,5
19005,19005,148,1,56.41,5
19006,19006,143,1,133.87,0
19007,19007,6,2,60.95,5
19008,19008,367,1,186.88,15
19009,19009,439,1,176.16,20
19010,19010,278,1,147.49,15
19011,19011,293,1,92.63,10
19012,19012,331,2,48.07,0
19013,19013,298,2,187.15,5
19014,19014,305,1,69.07,10
19015,19015,16,2,84.84,5
19016,19016,278,1,194.02,0
19017,19017,215,3,156.27,0
19018,19018,165,1,91.05,5
19019,19019,341,1,32.14,5
19020,19020,191,2,79.88,0
19021,19021,92,2,92.9,0
19022,19022,320,1,52.68,0
19023,19023,143,2,167.66,0
19024,19024,377,1,165.01,0
19025,19025,327,1,107.9,0
19026,19026,439,2,38.32,0
19027,19027,456,1,123.0,5
19028,19028,301,1,102.74,0
19029,19029,138,1,188.38,5
19030,19030,237,3,78.25,5
19031,19031,308,1,170.99,15
19032,19032,125,2,169.38,0
19033,19033,105,1,96.48,5
19034,19034,431,1,159.49,0
19035,19035,185,2,108.57,10
19036,19036,122,2,41.37,0
19037,19037,451,1,115.89,15
19038,19038,14,1,140.21,10
19039,19039,173,1,22.44,0
19040,19040,66,1,69.07,5
19041,19041,335,2,155.64,0
19042,19042,169,1,144.38,5
19043,19043,210,1,176.83,15
19044,19044,283,1,97.23,0
19045,19045,25,1,178.59,0
19046,19046,249,1,66.45,0
19047,19047,277,1,125.97,0
19048,19048,25,1,41.07,5
19049,19049,340,3,146.2,0
19050,19050,268,3,59.45,0
19051,19051,206,1,134.36,0
19052,19052,367,1,79.66,5
19053,19053,322,1,64.36,15
19054,19054,403,3,49.46,5
19055,19055,416,1,172.68,0
19056,19056,350,1,196.63,0
19057,19057,396,2,120.94,0
19058,19058,115,2,33.41,0
19059,19059,228,1,63.09,0
19060,19060,261,3,138.51,10
19061,19061,41,1,189.24,15
19062,19062,250,1,163.76,0
19063,19063,164,1,101.52,5
19064,19064,11,1,134.67,0
19065,19065,314,3,169.23,0
19066,19066,27,2,165.95,0
19067,19067,211,1,57.23,0
19068,19068,333,1,177.9,0
19069,19069,155,3,171.15,10
19070,19070,95,1,182.03,0
19071,19071,64,1,122.21,0
19072,19072,448,1,115.11,10
19073,19073,224,1,132.22,5
19074,19074,377,1,137.49,0
19075,19075,287,1,167.29,10
19076,19076,436,2,32.61,5
19077,19077,369,3,58.12,0
19078,19078,106,1,188.92,0
19079,19079,123,2,64.41,0
19080,19080,268,1,194.44,5
19081,19081,296,2,56.23,10
19082,19082,338,1,85.33,0
19083,19083,388,3,55.32,10
19084,19084,180,1,142.65,0
19085,19085,9,3,48.17,15
19086,19086,71,1,162.33,5
19087,19087,177,1,118.71,15
19088,19088,133,1,87.57,0
19089,19089,497,1,127.46,0
19090,19090,253,3,35.06,0
19091,19091,497,2,128.55,15
19092,19092,59,1,98.25,0
19093,19093,99,2,139.63,5
19094,19094,25,2,45.82,10
19095,19095,78,1,38.49,0
19096,19096,421,1,101.07,0
19097,19097,77,1,62.96,0
19098,19098,253,1,51.87,10
19099,19099,264,1,126.81,15
19100,19100,33,1,179.05,0
19101,19101,451,3,141.17,0
19102,19102,185,3,129.57,5
19103,19103,43,2,161.86,0
19104,19104,303,1,180.46,15
19105,19105,431,2,147.58,5
19106,19106,360,1,172.32,15
19107,19107,402,1,103.73,0
19108,19108,191,1,199.24,0
19109,19109,410,1,34.06,15
19110,19110,360,1,171.07,0
19111,19111,338,1,113.45,15
19112,19112,132,1,29.65,5
19113,19113,300,1,43.34,15
19114,19114,203,1,136.9,20
19115,19115,61,2,97.66,10
19116,19116,75,1,43.98,10
19117,19117,124,1,186.71,0
19118,19118,97,1,175.26,0
19119,19119,170,1,99.06,10
19120,19120,315,1,150.31,0
19121,19121,223,1,134.46,5
19122,19122,253,1,141.86,20
19123,19123,274,1,107.22,0
19124,19124,150,2,181.62,5
19125,19125,119,1,70.56,0
19126,19126,462,2,73.07,10
19127,19127,319,1,112.45,0
19128,19128,499,1,186.22,10
19129,19129,479,1,111.21,5
19130,19130,25,1,181.62,0
19131,19131,268,1,177.21,0
19132,19132,309,1,94.96,0
19133,19133,12,3,160.28,0
19134,19134,405,2,40.29,5
19135,19135,428,1,195.3,5
19136,19136,100,1,34.14,10
19137,19137,44,1,117.6,5
19138,19138,395,1,81.18,5
19139,19139,427,1,30.19,5
19140,19140,51,1,190.93,0
19141,19141,423,1,32.43,5
19142,19142,110,1,130.69,0
19143,19143,378,1,137.43,0
19144,19144,248,1,132.61,15
19145,19145,308,1,62.36,5
19146,19146,56,2,181.53,5
19147,19147,379,1,182.99,0
19148,19148,362,1,24.63,0
19149,19149,302,2,94.9,5
19150,19150,287,1,128.79,10
19151,19151,371,2,157.7,5
19152,19152,96,1,29.64,0
19153,19153,390,1,126.96,0
19154,19154,324,2,91.04,0
19155,19155,6,1,164.73,5
19156,19156,184,3,191.86,0
19157,19157,427,1,131.7,5
19158,19158,447,1,159.65,5
19159,19159,109,3,121.32,5
19160,19160,165,2,57.38,0
19161,19161,349,1,71.81,0
19162,19162,242,1,62.67,5
19163,19163,491,1,160.64,0
19164,19164,388,1,166.9,0
19165,19165,452,1,170.39,0
19166,19166,13,2,64.47,15
19167,19167,310,1,158.76,0
19168,19168,260,1,142.17,0
19169,19169,247,1,27.78,0
19170,19170,365,1,51.37,0
19171,19171,143,1,78.67,20
19172,19172,428,1,166.95,5
19173,19173,51,1,99.0,5
19174,19174,389,1,173.52,5
19175,19175,430,2,126.75,20
19176,19176,119,2,138.46,0
19177,19177,105,1,84.68,0
19178,19178,11,1,55.23,0
19179,19179,215,3,136.1,15
19180,19180,255,2,76.69,15
19181,19181,244,1,121.38,10
19182,19182,338,2,111.99,0
19183,19183,257,1,46.23,5
19184,19184,418,3,74.42,15
19185,19185,447,2,34.15,15
19186,19186,90,1,150.94,0
19187,19187,271,1,22.08,15
19188,19188,222,3,45.48,10
19189,19189,500,1,39.44,0
19190,19190,474,2,129.52,10
19191,19191,51,3,43.27,5
19192,19192,125,1,101.95,10
19193,19193,231,1,50.69,0
19194,19194,198,3,92.21,20
19195,19195,420,1,111.97,0
19196,19196,304,1,132.06,0
19197,19197,58,2,198.91,5
19198,19198,465,2,109.49,0
19199,19199,248,1,182.02,0
19200,19200,284,1,80.31,0
19201,19201,126,1,161.23,0
19202,19202,114,2,66.76,15
19203,19203,243,1,49.26,5
19204,19204,433,1,104.67,5
19205,19205,57,2,156.29,10
19206,19206,356,1,118.17,0
19207,19207,256,1,117.26,0
19208,19208,58,1,153.96,0
19209,19209,126,1,134.18,0
19210,19210,80,2,82.55,5
19211,19211,435,1,146.35,0
19212,19212,212,2,137.08,10
19213,19213,490,3,26.7,0
19214,19214,373,2,25.62,5
19215,19215,325,3,57.96,0
19216,19216,430,3,187.86,0
19217,19217,409,2,65.0,10
19218,19218,201,1,184.57,0
19219,19219,339,3,46.82,0
19220,19220,270,1,144.25,0
19221,19221,162,1,59.44,5
19222,19222,159,1,93.55,0
19223,19223,117,1,72.81,0
19224,19224,499,2,26.17,15
19225,19225,52,1,34.49,0
19226,19226,286,1,143.02,0
19227,19227,61,2,194.27,10
19228,19228,383,1,50.18,15
19229,19229,418,2,81.09,5
19230,19230,173,1,135.86,0
19231,19231,365,2,174.13,20
19232,19232,203,1,59.33,0
19233,19233,276,1,150.23,0
19234,19234,160,3,43.9,5
19235,19235,67,1,66.86,0
19236,19236,38,1,124.44,10
19237,19237,123,2,174.09,5
19238,19238,155,1,122.79,10
19239,19239,300,1,121.42,0
19240,19240,123,1,116.68,0
19241,19241,360,2,129.71,0
19242,19242,373,1,90.55,0
19243,19243,405,1,56.29,5
19244,19244,322,1,105.25,15
19245,19245,93,1,29.56,0
19246,19246,430,1,87.39,0
19247,19247,144,1,105.02,15
19248,19248,462,3,22.19,0
19249,19249,69,1,103.59,15
19250,19250,156,1,98.12,5
19251,19251,317,1,136.44,10
19252,19252,418,1,174.35,0
19253,19253,442,1,59.28,0
19254,19254,35,1,83.94,0
19255,19255,107,2,140.88,10
19256,19256,81,1,49.64,0
19257,19257,168,1,158.33,0
19258,19258,93,3,110.38,10
19259,19259,157,1,80.44,0
19260,19260,295,1,179.06,15
19261,19261,165,1,137.14,20
19262,19262,142,1,184.21,0
19263,19263,468,1,143.39,0
19264,19264,288,1,36.63,15
19265,19265,23,1,21.78,5
19266,19266,219,1,162.27,20
19267,19267,400,1,185.26,0
19268,19268,212,2,178.08,0
19269,19269,11,2,118.49,0
19270,19270,56,2,30.96,10
19271,19271,67,2,27.16,0
19272,19272,53,1,95.36,0
19273,19273,13,2,178.65,0
19274,19274,475,1,188.34,15
19275,19275,229,1,177.83,10
19276,19276,116,1,136.55,5
19277,19277,427,1,84.42,5
19278,19278,72,2,158.76,0
19279,19279,135,1,165.67,0
19280,19280,333,1,179.79,0
19281,19281,231,2,108.54,0
19282,19282,192,3,83.82,0
19283,19283,443,1,130.8,5
19284,19284,43,1,38.91,10
19285,19285,214,1,120.44,15
19286,19286,96,2,154.11,0
19287,19287,319,1,27.13,20
19288,19288,302,1,82.88,0
19289,19289,242,1,56.55,5
19290,19290,168,1,20.66,15
19291,19291,158,1,196.87,20
19292,19292,300,2,35.53,0
19293,19293,365,1,93.63,0
19294,19294,211,1,102.48,5
19295,19295,176,1,99.06,0
19296,19296,180,1,108.27,15
19297,19297,105,2,114.76,15
19298,19298,202,1,147.79,0
19299,19299,379,1,143.0,5
19300,19300,16,2,154.69,20
19301,19301,174,1,151.47,0
19302,19302,241,1,47.76,5
19303,19303,182,1,133.76,10
19304,19304,103,1,47.31,10
19305,19305,322,2,166.85,0
19306,19306,449,1,111.05,0
19307,19307,4,1,139.07,5
19308,19308,448,1,126.94,0
19309,19309,262,1,91.87,10
19310,19310,407,1,153.18,0
19311,19311,302,3,193.04,10
19312,19312,82,1,127.02,0
