order_id,customer_id,order_date,total_amount,order_status
12446,1823,2023-07-30,225.23,Completed
12447,1257,2025-05-31,213.08,Completed
12448,196,2024-01-23,138.72,Completed
12449,1875,2023-08-30,78.2,Completed
12450,202,2024-02-01,57.95,Completed
12451,2157,2023-02-18,213.17,Completed
12452,543,2024-09-21,51.95,Completed
12453,1762,2024-01-03,154.61,Completed
12454,41,2025-05-31,110.85,Completed
12455,1088,2023-08-09,74.59,Completed
12456,890,2023-04-02,44.22,Completed
12457,682,2023-03-29,326.88,Completed
12458,2860,2025-05-07,13.2,Completed
12459,2463,2023-09-30,34.33,Completed
12460,2038,2023-06-01,67.65,Completed
12461,2420,2024-11-15,79.88,Completed
12462,1675,2024-08-11,6.99,Completed
12463,2852,2025-05-31,98.99,Completed
12464,364,2025-05-31,144.21,Completed
12465,1260,2023-02-15,68.47,Completed
12466,2519,2023-03-24,180.28,Pending
12467,1896,2023-09-29,161.36,Completed
12468,500,2025-05-31,90.3,Completed
12469,2471,2024-08-27,287.38,Completed
12470,579,2023-03-03,113.91,Completed
12471,1212,2023-04-03,82.77,Completed
12472,2451,2023-10-02,29.88,Completed
12473,2542,2024-05-28,112.68,Completed
12474,1747,2023-04-06,183.91,Pending
12475,1258,2023-02-08,113.9,Completed
12476,2540,2023-01-09,52.23,Completed
12477,2973,2023-03-03,13.9,Completed
12478,946,2023-08-21,18.67,Completed
12479,2579,2025-05-30,86.83,Completed
12480,1336,2023-01-19,474.9,Completed
12481,2989,2024-05-16,97.64,Completed
12482,2161,2023-03-05,44.21,Completed
12483,1525,2023-10-26,26.71,Completed
12484,2392,2023-05-30,19.35,Completed
12485,358,2025-03-14,61.62,Completed
12486,126,2024-04-25,179.08,Pending
12487,1744,2023-06-05,74.55,Completed
12488,2130,2023-11-05,108.93,Completed
12489,252,2024-09-14,57.85,Completed
12490,1577,2025-05-31,48.57,Completed
12491,382,2024-03-01,143.12,Completed
12492,1805,2024-02-24,61.95,Completed
12493,1988,2023-02-17,121.41,Completed
12494,717,2023-11-21,72.91,Pending
12495,1123,2025-01-13,33.43,Completed
12496,2500,2024-05-20,90.16,Completed
12497,2643,2023-01-22,33.23,Completed
12498,24,2024-06-13,194.42,Pending
12499,353,2023-08-15,87.44,Completed
12500,2121,2024-05-22,152.85,Completed
12501,695,2025-01-04,34.75,Pending
12502,515,2023-03-26,135.4,Completed
12503,771,2025-05-31,137.09,Completed
12504,1054,2023-04-06,52.9,Completed
12505,658,2023-05-30,169.76,Completed
12506,1474,2024-05-17,109.17,Pending
12507,2987,2024-07-26,348.45,Completed
12508,1481,2023-09-02,90.07,Completed
12509,2882,2023-02-22,61.3,Completed
12510,1748,2025-05-31,71.82,Completed
12511,1051,2023-07-07,235.3,Completed
12512,1380,2025-05-31,90.49,Completed
12513,622,2025-04-13,102.97,Pending
12514,19,2023-06-04,94.23,Completed
12515,2576,2024-08-30,33.06,Completed
12516,794,2023-05-21,19.67,Completed
12517,1170,2023-01-12,102.75,Cancelled
12518,1903,2023-05-15,210.83,Pending
12519,542,2023-03-18,43.54,Completed
12520,617,2023-06-12,43.07,Completed
12521,1941,2023-10-14,175.85,Completed
12522,1207,2023-03-13,55.41,Completed
12523,165,2023-02-14,120.89,Completed
12524,2857,2023-11-09,197.55,Completed
12525,2912,2023-07-08,31.07,Completed
12526,1238,2023-09-18,67.69,Completed
12527,1212,2025-05-31,135.58,Cancelled
12528,1482,2023-07-10,166.69,Completed
12529,1496,2024-02-12,65.64,Completed
12530,1793,2023-10-19,147.08,Pending
12531,1078,2024-08-11,137.92,Completed
12532,2420,2025-05-31,142.07,Completed
12533,1951,2023-11-23,110.7,Completed
12534,365,2023-07-10,151.35,Completed
12535,119,2023-03-20,48.87,Completed
12536,409,2025-01-07,31.24,Completed
12537,363,2023-02-03,48.07,Completed
12538,958,2024-01-19,250.38,Completed
12539,1177,2024-09-27,77.3,Completed
12540,323,2023-04-04,81.89,Completed
12541,758,2023-10-16,30.36,Pending
12542,2992,2023-08-11,31.17,Completed
12543,448,2023-04-15,78.15,Completed
12544,2752,2025-05-31,57.57,Completed
12545,2757,2023-12-01,90.72,Completed
12546,1792,2025-05-04,53.9,Completed
12547,1684,2025-04-19,5.9,Cancelled
12548,2390,2025-05-31,43.66,Completed
12549,1291,2025-05-31,153.49,Pending
12550,475,2024-08-03,24.94,Completed
12551,291,2024-05-10,165.54,Completed
12552,172,2023-03-20,49.16,Completed
12553,1463,2023-09-05,36.01,Completed
12554,301,2024-01-01,45.66,Pending
12555,2197,2023-01-29,104.96,Completed
12556,2708,2023-03-16,58.78,Completed
12557,2746,2024-03-26,157.44,Completed
12558,2465,2023-03-12,87.28,Completed
12559,2305,2023-07-01,78.32,Completed
12560,1747,2023-01-17,122.83,Completed
12561,515,2023-03-23,166.03,Completed
12562,679,2023-12-23,155.78,Completed
12563,912,2024-03-28,48.25,Completed
12564,2253,2023-02-17,40.02,Completed
12565,690,2023-05-02,211.78,Cancelled
12566,344,2023-08-10,221.93,Completed
12567,2513,2024-05-20,52.11,Completed
12568,29,2023-02-04,9.4,Completed
12569,2153,2023-09-20,139.98,Completed
12570,2382,2024-08-10,67.97,Pending
12571,107,2023-03-08,13.23,Pending
12572,1716,2023-12-14,36.51,Completed
12573,102,2023-09-14,132.32,Completed
12574,1286,2023-08-07,87.95,Cancelled
12575,1688,2025-05-31,112.38,Completed
12576,2600,2023-08-10,123.71,Completed
12577,2185,2023-09-18,32.29,Pending
12578,490,2023-01-29,13.81,Completed
12579,67,2023-07-20,97.35,Completed
12580,278,2023-11-23,88.01,Cancelled
12581,1864,2023-01-05,70.39,Completed
12582,2260,2023-01-23,96.91,Completed
12583,1374,2023-05-01,14.75,Completed
12584,628,2024-08-20,64.6,Completed
12585,2696,2024-11-04,264.35,Completed
12586,1171,2024-12-13,88.09,Cancelled
12587,365,2024-01-11,15.57,Completed
12588,678,2025-03-06,101.29,Pending
12589,1716,2023-03-06,128.87,Completed
12590,2911,2025-05-31,108.4,Completed
12591,2443,2024-12-23,145.92,Completed
12592,555,2024-02-08,44.88,Completed
12593,803,2024-01-19,121.8,Completed
12594,1163,2023-02-22,70.29,Completed
12595,424,2024-12-12,141.85,Completed
12596,1277,2023-10-31,13.54,Completed
12597,416,2025-01-29,60.15,Completed
12598,2993,2023-06-17,29.0,Completed
12599,1531,2023-01-24,32.27,Completed
12600,2394,2023-11-07,172.45,Completed
12601,2006,2025-05-31,41.51,Pending
12602,2745,2023-02-10,48.83,Completed
12603,577,2023-08-22,54.49,Completed
12604,2864,2025-03-02,35.12,Completed
12605,2013,2023-04-25,86.4,Pending
12606,180,2023-05-15,103.54,Completed
12607,1831,2024-03-03,97.59,Completed
12608,214,2025-05-30,223.73,Completed
12609,2486,2024-01-15,36.99,Completed
12610,153,2023-02-17,74.31,Completed
12611,2920,2025-05-31,133.38,Completed
12612,941,2023-12-04,29.13,Completed
12613,1437,2023-07-04,175.1,Completed
12614,1147,2024-09-08,93.45,Pending
12615,2654,2024-06-01,163.26,Completed
12616,1916,2023-06-11,61.71,Completed
12617,1618,2025-05-01,79.31,Completed
12618,1644,2023-02-08,90.45,Completed
12619,2800,2025-05-31,39.72,Completed
12620,1603,2023-02-16,42.55,Completed
12621,1804,2023-01-17,170.02,Completed
12622,954,2025-05-31,43.78,Completed
12623,788,2023-01-31,35.64,Completed
12624,1330,2025-05-31,49.28,Completed
12625,1183,2023-02-07,283.38,Completed
12626,152,2025-02-16,153.39,Completed
12627,2942,2025-05-31,34.46,Completed
12628,909,2024-01-10,123.44,Pending
12629,2044,2023-03-23,159.79,Completed
12630,2504,2023-03-19,118.74,Cancelled
12631,334,2024-09-21,104.32,Completed
12632,463,2023-01-31,16.63,Completed
12633,1493,2024-05-25,68.62,Completed
12634,1871,2023-05-30,71.15,Completed
12635,1050,2025-05-31,174.43,Completed
12636,806,2023-12-22,74.83,Completed
12637,439,2023-04-21,173.32,Completed
12638,2145,2025-04-05,26.87,Completed
12639,394,2025-05-31,261.9,Completed
12640,267,2024-08-23,68.61,Completed
12641,1923,2024-06-11,100.58,Pending
12642,1559,2025-05-06,86.24,Completed
12643,2878,2023-01-09,187.03,Cancelled
12644,1222,2025-05-31,165.48,Completed
12645,2169,2023-05-07,24.17,Pending
12646,2473,2024-01-29,54.72,Completed
12647,1885,2023-09-19,69.75,Completed
12648,2052,2023-09-08,67.59,Completed
12649,643,2023-09-21,119.02,Pending
12650,2867,2024-05-22,21.84,Completed
12651,183,2024-05-11,95.9,Completed
12652,2547,2023-07-27,94.99,Completed
12653,2120,2025-05-31,29.75,Pending
12654,2118,2025-05-31,102.16,Cancelled
12655,2629,2023-03-17,124.7,Completed
12656,1800,2024-05-27,89.2,Completed
12657,123,2023-11-12,78.91,Completed
12658,392,2023-05-20,108.64,Completed
12659,915,2024-12-28,10.1,Completed
12660,2416,2023-04-23,52.46,Completed
12661,458,2024-05-03,133.85,Completed
12662,2231,2024-08-09,100.32,Completed
12663,2560,2023-08-15,15.33,Completed
12664,1977,2023-01-17,197.06,Completed
12665,1096,2023-06-19,145.86,Completed
12666,2772,2024-12-30,196.89,Completed
12667,1799,2024-05-07,68.43,Completed
12668,46,2023-10-20,53.96,Pending
12669,593,2024-07-02,52.45,Completed
12670,2988,2023-04-18,91.91,Completed
12671,773,2025-05-31,167.95,Completed
12672,482,2025-03-16,67.52,Completed
12673,1433,2023-01-15,39.07,Completed
12674,1199,2024-05-02,4.22,Completed
12675,1451,2023-05-24,176.58,Completed
12676,655,2023-10-29,64.79,Completed
12677,1695,2023-04-07,196.15,Completed
12678,2285,2024-08-06,105.63,Completed
12679,2735,2023-01-21,94.02,Completed
12680,1164,2023-12-22,55.89,Completed
12681,64,2023-02-21,62.75,Completed
12682,2327,2023-06-11,136.88,Completed
12683,50,2023-04-05,42.36,Completed
12684,215,2023-09-08,162.56,Pending
12685,1661,2023-10-17,413.76,Completed
12686,2084,2024-04-19,63.46,Completed
12687,1675,2023-09-21,17.5,Completed
12688,2479,2024-07-22,206.19,Pending
12689,505,2024-12-25,57.84,Pending
12690,1592,2025-05-31,212.09,Completed
12691,249,2023-02-28,83.78,Completed
12692,734,2023-08-20,78.46,Completed
12693,1861,2023-05-10,53.13,Completed
12694,2853,2024-07-22,85.83,Completed
12695,468,2023-11-16,98.35,Pending
12696,2809,2023-02-21,150.19,Completed
12697,510,2023-01-29,175.86,Completed
12698,1464,2023-11-03,181.25,Completed
12699,2774,2023-07-10,117.01,Completed
12700,2858,2023-11-26,126.44,Completed
12701,1814,2023-05-06,221.86,Completed
12702,1510,2023-08-05,6.26,Completed
12703,166,2025-05-31,41.85,Completed
12704,1080,2023-05-02,153.88,Completed
12705,1402,2023-01-11,36.2,Completed
12706,2894,2025-05-31,47.53,Pending
12707,1419,2024-12-17,140.66,Completed
12708,1415,2023-09-24,59.43,Completed
12709,1376,2023-12-01,69.16,Completed
12710,2594,2023-06-29,180.79,Completed
12711,63,2023-03-10,153.64,Completed
12712,2750,2023-05-18,49.89,Completed
12713,555,2023-07-15,38.38,Completed
12714,2655,2023-12-24,219.48,Pending
12715,2196,2023-05-27,73.86,Completed
12716,1543,2023-06-21,52.86,Completed
12717,1750,2023-12-16,127.04,Completed
12718,308,2023-05-27,103.99,Completed
12719,1829,2025-05-31,275.28,Pending
12720,98,2023-09-18,200.62,Completed
12721,1326,2024-12-27,169.77,Completed
12722,1066,2024-05-17,57.55,Completed
12723,2364,2023-03-06,26.52,Completed
12724,754,2024-11-01,146.99,Completed
12725,1783,2023-05-06,15.92,Completed
12726,2638,2025-05-31,310.14,Completed
12727,1660,2024-07-17,143.53,Cancelled
12728,2025,2024-07-10,35.54,Completed
12729,1056,2023-06-10,60.56,Completed
12730,2982,2023-08-08,44.8,Completed
12731,679,2024-08-02,247.34,Completed
12732,1306,2023-07-18,113.83,Completed
12733,1790,2023-09-23,179.59,Completed
12734,2729,2023-12-27,112.78,Completed
12735,2919,2023-06-06,105.38,Completed
12736,2441,2024-09-26,86.2,Completed
12737,2744,2023-05-22,100.06,Completed
12738,1589,2023-01-24,56.83,Completed
12739,2967,2024-11-11,118.22,Completed
12740,2897,2023-07-24,62.79,Completed
12741,948,2025-04-03,157.54,Completed
12742,1100,2024-03-06,60.64,Completed
12743,982,2025-02-22,91.37,Completed
12744,407,2023-07-31,22.91,Completed
12745,2322,2023-12-28,34.18,Completed
12746,2789,2023-01-06,172.63,Completed
12747,549,2023-05-11,49.55,Completed
12748,1671,2025-05-31,79.64,Completed
12749,2109,2023-09-14,20.13,Completed
12750,513,2024-03-21,231.27,Completed
12751,1084,2023-05-25,70.59,Completed
12752,902,2025-04-23,174.2,Completed
12753,2428,2024-02-01,145.12,Pending
12754,1863,2025-05-31,111.74,Completed
12755,2395,2023-05-03,145.42,Completed
12756,1800,2024-07-26,195.41,Completed
12757,2447,2023-01-10,86.92,Completed
12758,7,2024-02-06,12.34,Completed
12759,1415,2023-06-08,130.17,Completed
12760,929,2023-02-27,88.97,Cancelled
12761,1977,2024-03-10,154.88,Completed
12762,1159,2023-01-14,82.71,Completed
12763,1044,2023-03-16,68.65,Completed
12764,2375,2023-07-24,25.61,Completed
12765,1458,2023-09-18,214.01,Cancelled
12766,654,2025-05-31,314.12,Pending
12767,1398,2023-06-29,268.46,Completed
12768,2191,2023-01-24,162.66,Completed
12769,2442,2025-05-31,81.91,Cancelled
12770,483,2025-02-21,67.35,Completed
12771,1661,2023-04-24,93.43,Completed
12772,2539,2023-11-16,107.03,Completed
12773,951,2023-03-16,102.18,Completed
12774,412,2025-05-31,18.95,Completed
12775,354,2023-11-16,39.61,Completed
12776,2480,2023-10-09,69.45,Completed
12777,3,2025-02-16,56.0,Completed
12778,131,2023-03-02,102.01,Completed
12779,1099,2023-05-16,22.69,Completed
12780,1348,2024-08-04,48.98,Cancelled
12781,1974,2024-02-24,179.49,Completed
12782,1024,2023-03-18,95.45,Pending
12783,160,2023-04-15,175.99,Completed
12784,2065,2025-05-31,180.53,Cancelled
12785,1419,2025-02-03,36.93,Completed
12786,356,2023-01-07,134.8,Completed
12787,1056,2025-05-31,177.38,Completed
12788,2937,2024-01-19,56.84,Completed
12789,2531,2023-10-08,73.97,Cancelled
12790,1910,2023-07-13,69.78,Completed
12791,1648,2023-07-27,22.19,Completed
12792,2658,2023-10-28,302.35,Completed
12793,2821,2023-04-15,170.27,Completed
12794,857,2023-03-04,186.07,Completed
12795,796,2023-12-29,81.23,Completed
12796,802,2023-09-23,37.95,Completed
12797,342,2024-05-12,22.7,Completed
12798,406,2023-10-26,83.87,Completed
12799,1397,2023-08-08,22.16,Completed
12800,1310,2023-07-05,215.87,Completed
12801,2608,2024-01-15,77.63,Completed
12802,577,2023-05-24,52.64,Completed
12803,221,2025-01-19,114.19,Completed
12804,2195,2024-11-26,93.06,Pending
12805,1204,2024-03-30,69.03,Completed
12806,1534,2023-08-03,26.71,Completed
12807,1321,2024-02-11,121.44,Completed
12808,1373,2024-03-04,223.67,Completed
12809,491,2024-05-13,27.19,Completed
12810,2401,2023-07-31,277.86,Completed
12811,1011,2023-08-27,124.99,Completed
12812,2129,2025-05-31,212.7,Completed
12813,870,2023-02-21,50.02,Completed
12814,2753,2023-03-04,80.95,Cancelled
12815,2482,2025-05-31,82.21,Pending
12816,1833,2024-03-06,90.99,Completed
12817,1147,2023-09-28,68.83,Completed
12818,740,2023-02-26,48.72,Completed
12819,510,2024-03-30,109.03,Completed
12820,594,2024-10-20,83.97,Completed
12821,2961,2023-11-30,247.56,Pending
12822,2528,2023-01-23,55.54,Completed
12823,755,2023-11-11,90.89,Pending
12824,1463,2023-03-14,42.14,Completed
12825,2775,2023-09-07,98.78,Completed
12826,1198,2023-06-02,183.03,Completed
12827,346,2023-03-03,93.49,Completed
12828,105,2023-01-22,86.3,Completed
12829,1593,2024-02-07,37.56,Completed
12830,788,2024-01-10,26.5,Cancelled
12831,1479,2023-03-18,89.84,Completed
12832,1318,2025-05-31,205.64,Completed
12833,2843,2025-05-31,58.72,Cancelled
12834,393,2023-05-19,92.98,Cancelled
12835,2244,2023-11-06,65.85,Completed
12836,2033,2023-11-08,75.68,Completed
12837,2470,2023-03-29,28.31,Completed
12838,1501,2023-08-10,47.98,Completed
12839,881,2024-03-23,58.27,Pending
12840,218,2023-11-02,23.41,Completed
12841,2201,2023-07-31,31.02,Completed
12842,1806,2023-09-12,85.21,Completed
12843,2085,2024-03-29,274.56,Completed
12844,690,2025-05-31,51.59,Completed
12845,1372,2025-05-31,61.01,Pending
12846,712,2025-03-30,109.42,Completed
12847,1995,2023-09-20,170.42,Completed
12848,2358,2025-05-31,16.74,Completed
12849,1661,2023-03-18,163.83,Pending
12850,1823,2023-09-30,57.81,Completed
12851,2298,2023-12-09,36.12,Completed
12852,1403,2025-05-31,51.9,Pending
12853,942,2023-10-16,129.77,Completed
12854,2788,2024-04-10,11.56,Completed
12855,2673,2023-04-28,125.33,Completed
12856,92,2023-11-23,97.26,Completed
12857,1466,2024-04-16,73.96,Completed
12858,1705,2023-04-25,90.7,Pending
12859,2623,2023-11-22,167.95,Completed
12860,2532,2024-04-17,198.73,Completed
12861,2882,2023-05-23,217.52,Completed
12862,2350,2023-10-04,73.84,Completed
12863,488,2025-01-11,16.21,Completed
12864,484,2023-12-07,92.22,Completed
12865,648,2023-04-17,13.2,Completed
12866,551,2023-04-17,34.15,Completed
12867,1945,2024-06-24,149.49,Completed
12868,2511,2023-05-27,110.33,Completed
12869,1374,2023-01-11,38.84,Completed
12870,303,2025-04-22,101.23,Completed
12871,418,2023-01-09,18.04,Completed
12872,2116,2023-12-17,43.51,Completed
12873,2105,2023-04-22,101.56,Completed
12874,1494,2024-10-23,107.88,Completed
12875,1177,2023-03-07,142.3,Cancelled
12876,201,2025-04-30,364.01,Pending
12877,2647,2024-01-08,96.93,Completed
12878,830,2023-03-23,122.68,Pending
12879,1272,2024-04-05,15.76,Completed
12880,1138,2023-01-14,45.35,Pending
12881,1402,2024-02-09,316.92,Completed
12882,1740,2024-08-24,115.59,Completed
12883,2183,2023-10-15,51.27,Completed
12884,2911,2023-03-13,281.14,Completed
12885,774,2023-04-07,69.0,Completed
12886,950,2023-03-11,43.74,Completed
12887,1147,2023-08-17,152.49,Pending
12888,2643,2023-03-27,164.9,Completed
12889,2261,2023-06-06,122.64,Completed
12890,787,2023-03-06,74.89,Cancelled
12891,2550,2023-03-28,132.48,Completed
12892,1299,2025-05-31,114.69,Completed
12893,1260,2023-01-07,107.58,Completed
12894,1570,2023-11-23,98.2,Pending
12895,171,2023-09-06,118.35,Completed
12896,1677,2023-05-26,36.17,Completed
12897,2468,2024-12-05,122.24,Completed
12898,1121,2023-04-19,88.03,Completed
12899,2872,2025-05-31,138.55,Completed
12900,2069,2024-05-20,242.12,Completed
12901,2338,2024-04-25,149.02,Completed
12902,2670,2025-05-31,328.65,Cancelled
12903,1817,2025-05-31,149.36,Completed
12904,1106,2023-10-22,107.05,Cancelled
12905,2155,2024-01-15,115.89,Completed
12906,1803,2024-10-20,48.25,Pending
12907,1811,2023-04-12,46.99,Completed
12908,2737,2024-04-02,152.92,Completed
12909,2993,2023-05-21,85.5,Completed
12910,1954,2023-02-01,67.71,Completed
12911,1922,2025-05-31,218.56,Completed
12912,2334,2024-06-18,18.1,Completed
12913,621,2024-06-21,160.57,Completed
12914,1574,2023-09-13,143.8,Completed
12915,2831,2023-04-07,114.12,Completed
12916,728,2025-05-31,78.14,Completed
12917,2876,2024-03-14,167.6,Completed
12918,132,2023-05-07,100.63,Cancelled
12919,339,2023-03-20,242.01,Completed
12920,221,2024-08-19,25.33,Completed
12921,782,2023-03-27,167.68,Completed
12922,2897,2023-04-19,77.73,Completed
12923,77,2023-02-17,119.45,Completed
12924,2653,2024-09-06,117.45,Completed
12925,592,2024-03-15,82.07,Completed
12926,2098,2023-09-01,133.73,Completed
12927,2796,2023-03-27,127.02,Completed
12928,1367,2023-12-23,112.27,Pending
12929,332,2024-04-02,11.96,Completed
12930,1176,2023-05-06,306.78,Completed
12931,2726,2023-06-19,49.31,Completed
12932,1405,2023-04-16,293.33,Pending
12933,958,2023-07-14,15.93,Completed
12934,2369,2023-05-04,107.51,Pending
12935,1114,2023-10-21,4.8,Cancelled
12936,529,2025-05-31,172.97,Completed
12937,868,2023-05-26,156.43,Completed
12938,1937,2023-08-24,170.99,Completed
12939,741,2023-07-25,41.13,Pending
12940,1307,2023-04-08,94.59,Completed
12941,1758,2025-05-31,29.98,Completed
12942,1257,2023-11-18,209.88,Completed
12943,1376,2024-02-10,43.58,Completed
12944,716,2023-03-29,43.49,Completed
12945,433,2024-12-25,62.67,Completed
12946,2005,2025-05-31,13.47,Completed
12947,2018,2023-11-10,102.11,Cancelled
12948,2428,2023-06-18,12.4,Completed
12949,257,2023-05-11,25.38,Completed
12950,2445,2023-02-11,126.59,Completed
12951,2837,2023-08-28,105.48,Completed
12952,2305,2024-01-22,204.5,Completed
12953,2207,2023-10-07,76.58,Pending
12954,2877,2023-11-23,249.91,Completed
12955,203,2025-05-31,113.75,Completed
12956,2038,2023-05-19,233.65,Completed
12957,688,2024-01-23,134.88,Completed
12958,82,2023-03-14,78.06,Completed
12959,1470,2024-03-12,96.5,Completed
12960,1049,2023-02-11,22.64,Completed
12961,2978,2023-03-10,108.69,Pending
12962,18,2023-03-18,114.48,Cancelled
12963,961,2024-03-08,16.52,Completed
12964,1820,2024-05-22,68.57,Completed
12965,1796,2023-01-05,69.38,Completed
12966,2935,2025-02-12,93.98,Completed
12967,21,2024-12-09,95.25,Pending
12968,1172,2023-04-18,72.56,Completed
12969,2686,2023-02-11,43.3,Completed
12970,2985,2024-01-20,180.71,Completed
12971,736,2025-05-31,158.49,Completed
12972,633,2023-07-10,70.94,Completed
12973,2688,2025-05-31,54.63,Cancelled
12974,446,2025-05-31,30.97,Completed
12975,287,2023-01-07,27.39,Completed
12976,868,2024-04-14,174.57,Completed
12977,665,2023-07-10,122.03,Pending
12978,1349,2023-03-08,105.76,Completed
12979,2248,2024-08-17,33.95,Pending
12980,2833,2024-07-08,53.8,Pending
12981,1999,2023-01-24,104.5,Pending
12982,148,2023-03-08,37.77,Pending
12983,1837,2023-02-05,308.25,Completed
12984,2415,2024-02-02,131.72,Completed
12985,2269,2023-05-29,26.32,Completed
12986,228,2023-12-30,65.31,Completed
12987,306,2024-05-23,20.13,Completed
12988,179,2023-07-09,132.6,Completed
12989,1912,2023-07-08,48.29,Completed
12990,1500,2024-08-30,30.12,Completed
12991,1998,2023-07-12,97.65,Completed
12992,417,2023-07-09,33.18,Completed
12993,2658,2024-02-10,35.2,Completed
12994,2676,2023-02-02,110.35,Completed
12995,2171,2023-07-04,204.36,Completed
12996,2333,2023-03-03,15.32,Completed
12997,2755,2025-05-31,191.05,Completed
12998,1776,2023-06-26,69.33,Completed
12999,1751,2023-10-05,35.98,Completed
13000,2051,2023-02-10,316.61,Completed
13001,2808,2023-10-28,120.89,Pending
13002,262,2024-04-17,186.25,Pending
13003,1495,2023-01-21,62.54,Completed
13004,332,2023-06-27,33.41,Pending
13005,261,2023-12-25,37.52,Completed
13006,2820,2025-05-31,178.7,Pending
13007,447,2024-10-02,35.81,Completed
13008,1240,2024-01-04,43.41,Completed
13009,773,2023-04-14,38.67,Completed
13010,2527,2025-05-31,138.22,Pending
13011,2617,2023-04-10,164.1,Completed
13012,2915,2023-03-16,79.78,Completed
13013,2643,2023-09-02,224.24,Completed
13014,2488,2024-08-16,77.31,Completed
13015,200,2023-02-12,97.28,Completed
13016,668,2023-03-31,117.97,Completed
13017,2982,2024-03-07,204.8,Pending
13018,2327,2023-01-11,54.0,Cancelled
13019,1159,2024-04-20,32.57,Completed
13020,294,2023-01-30,241.77,Completed
13021,2253,2023-07-22,86.2,Completed
13022,2925,2023-08-25,45.32,Completed
13023,1721,2024-03-29,72.53,Completed
13024,85,2023-06-26,103.26,Completed
13025,293,2023-02-13,193.11,Completed
13026,2438,2023-03-08,41.35,Cancelled
13027,1162,2023-09-14,125.82,Completed
13028,411,2024-01-10,187.52,Completed
13029,509,2025-05-31,119.43,Completed
13030,618,2023-12-23,194.2,Completed
13031,1081,2024-06-15,57.8,Completed
13032,2140,2023-04-03,35.63,Completed
13033,784,2025-05-31,66.62,Completed
13034,1394,2023-03-11,21.49,Completed
13035,2619,2023-12-31,25.93,Completed
13036,1436,2025-05-31,15.09,Pending
13037,771,2023-10-05,64.32,Pending
13038,1977,2025-05-31,60.95,Completed
13039,2241,2024-01-25,56.41,Completed
13040,1141,2025-04-21,160.87,Completed
13041,707,2024-07-04,275.47,Completed
13042,2718,2024-01-26,236.59,Pending
13043,1299,2023-02-24,21.86,Completed
13044,2952,2023-06-01,130.08,Completed
13045,624,2023-02-26,104.95,Completed
13046,741,2023-12-16,46.15,Completed
13047,197,2023-09-11,165.36,Completed
13048,2338,2023-09-05,44.0,Completed
13049,1510,2023-05-27,58.05,Completed
13050,766,2025-01-19,73.14,Cancelled
13051,1435,2023-09-01,9.57,Completed
13052,1447,2023-05-26,193.43,Completed
13053,1322,2023-05-16,63.28,Completed
13054,1011,2023-06-11,25.17,Completed
13055,88,2025-02-16,37.26,Completed
13056,176,2023-07-21,60.69,Completed
13057,2975,2023-05-04,63.11,Completed
13058,2326,2025-05-31,159.54,Completed
13059,1367,2025-05-31,156.83,Pending
13060,1321,2024-05-18,37.72,Completed
13061,2472,2025-02-09,33.89,Completed
13062,1440,2025-02-23,32.27,Completed
13063,1843,2024-06-09,26.24,Completed
13064,33,2023-10-03,63.52,Cancelled
13065,1052,2025-05-31,43.27,Pending
13066,209,2023-06-25,143.22,Pending
13067,2650,2024-11-21,244.72,Pending
13068,1618,2023-04-24,24.51,Completed
13069,248,2024-04-09,94.04,Completed
13070,2895,2025-02-19,141.83,Completed
13071,1382,2024-07-20,76.26,Completed
13072,790,2024-06-26,352.59,Pending
13073,18,2023-10-04,269.5,Completed
13074,2261,2025-05-31,78.52,Completed
13075,1747,2023-06-15,66.86,Pending
13076,2562,2025-05-31,135.27,Completed
13077,1118,2023-01-17,23.27,Completed
13078,857,2024-02-08,13.76,Completed
13079,2970,2024-03-05,61.11,Completed
13080,2855,2023-05-15,169.38,Completed
13081,1041,2024-09-10,67.54,Completed
13082,1263,2023-04-04,15.32,Pending
13083,2576,2023-08-23,150.84,Cancelled
13084,1691,2025-05-31,153.87,Completed
13085,2225,2023-08-09,34.26,Completed
13086,298,2025-02-10,242.03,Completed
13087,1087,2023-02-15,16.6,Pending
13088,998,2023-02-23,8.55,Completed
13089,2845,2023-03-28,52.1,Completed
13090,2411,2023-03-21,219.71,Completed
13091,2664,2025-05-31,39.75,Completed
13092,2316,2023-02-22,125.41,Completed
13093,500,2023-03-13,140.73,Completed
13094,914,2023-03-24,25.07,Completed
13095,217,2024-02-06,37.2,Completed
13096,646,2023-10-26,16.15,Pending
13097,1005,2024-07-19,63.77,Completed
13098,1310,2023-07-05,261.27,Completed
13099,2594,2023-01-19,159.7,Completed
13100,2771,2023-07-07,76.89,Pending
13101,1722,2024-10-17,82.15,Completed
13102,968,2025-01-12,9.52,Completed
13103,2741,2024-07-04,29.78,Completed
13104,784,2023-08-16,55.52,Completed
13105,922,2024-02-20,21.43,Pending
13106,1473,2023-03-10,56.2,Pending
13107,1721,2023-05-08,155.65,Completed
13108,2075,2023-05-05,65.51,Completed
13109,1516,2023-02-04,245.8,Completed
13110,2310,2025-05-31,88.06,Pending
13111,647,2023-09-06,97.18,Pending
13112,2737,2025-05-31,66.78,Completed
13113,2570,2023-04-21,70.45,Completed
13114,1134,2024-10-05,58.08,Completed
13115,1457,2024-12-19,126.45,Completed
13116,1503,2023-01-03,160.7,Completed
13117,624,2023-01-16,49.03,Completed
