customer_id,signup_date,location,age_group
1861,2024-11-15,Los Angeles,55+
1862,2024-08-01,Los Angeles,18-25
1863,2023-06-06,Los Angeles,18-25
1864,2024-04-25,Phoenix,18-25
1865,2025-05-17,New York,26-35
1866,2025-04-05,New York,36-45
1867,2023-02-08,Los Angeles,26-35
1868,2023-05-26,Chicago,18-25
1869,2023-04-27,Los Angeles,26-35
1870,2024-10-01,Boston,26-35
1871,2024-12-21,Seattle,46-55
1872,2023-07-08,Seattle,26-35
1873,2024-03-21,Houston,26-35
1874,2025-01-10,Boston,26-35
1875,2024-10-07,Chicago,26-35
1876,2024-04-22,Houston,36-45
1877,2024-06-04,Seattle,26-35
1878,2024-03-23,Chicago,26-35
1879,2023-09-20,Houston,26-35
1880,2024-05-12,Los Angeles,26-35
1881,2024-08-29,Los Angeles,55+
1882,2025-02-08,Chicago,26-35
1883,2024-07-14,Houston,46-55
1884,2024-11-01,Phoenix,36-45
1885,2023-05-22,Chicago,18-25
1886,2024-02-11,Chicago,55+
1887,2023-01-09,Boston,46-55
1888,2023-08-06,New York,36-45
1889,2024-10-02,Chicago,26-35
1890,2025-05-23,Phoenix,36-45
1891,2023-03-29,Los Angeles,26-35
1892,2023-12-20,Houston,18-25
1893,2024-12-05,New York,46-55
1894,2023-06-29,Houston,46-55
1895,2024-05-04,Los Angeles,18-25
1896,2024-10-07,Chicago,46-55
1897,2024-06-26,Boston,36-45
1898,2023-06-15,Phoenix,18-25
1899,2023-11-10,New York,26-35
1900,2024-11-21,Phoenix,26-35
1901,2024-05-03,Seattle,46-55
1902,2023-01-05,Phoenix,46-55
1903,2024-11-01,Phoenix,18-25
1904,2023-02-01,Phoenix,36-45
1905,2024-10-18,Los Angeles,46-55
1906,2023-06-28,Phoenix,46-55
1907,2025-04-24,Boston,18-25
1908,2023-11-21,Phoenix,36-45
1909,2023-10-16,Los Angeles,46-55
1910,2023-05-12,Houston,26-35
1911,2023-09-27,Los Angeles,26-35
1912,2025-02-11,Seattle,46-55
1913,2025-05-27,Seattle,18-25
1914,2023-11-21,Boston,46-55
1915,2024-01-31,Boston,26-35
1916,2024-09-28,Chicago,18-25
1917,2025-02-19,Los Angeles,26-35
1918,2024-06-06,Houston,18-25
1919,2023-12-11,Chicago,18-25
1920,2023-12-30,Chicago,36-45
1921,2024-09-04,New York,26-35
1922,2023-01-03,Phoenix,55+
1923,2024-06-29,Chicago,36-45
1924,2023-11-10,Chicago,26-35
1925,2024-11-30,Boston,26-35
1926,2023-03-23,Houston,36-45
1927,2024-06-02,Chicago,26-35
1928,2024-02-28,Seattle,18-25
1929,2024-07-19,Houston,46-55
1930,2023-02-27,Phoenix,26-35
1931,2024-05-25,Seattle,18-25
1932,2024-05-09,Boston,36-45
1933,2024-05-08,Seattle,36-45
1934,2024-06-15,New York,26-35
1935,2024-08-18,New York,46-55
1936,2024-12-10,Phoenix,36-45
1937,2023-08-26,Phoenix,36-45
1938,2024-12-27,Seattle,26-35
1939,2024-03-14,Boston,55+
1940,2023-03-09,Boston,26-35
1941,2023-02-21,Los Angeles,36-45
1942,2023-10-22,Chicago,26-35
1943,2024-11-22,Chicago,36-45
1944,2024-09-15,Chicago,18-25
1945,2024-11-25,Houston,18-25
1946,2024-03-31,Los Angeles,46-55
1947,2024-01-23,Seattle,26-35
1948,2023-05-10,Chicago,26-35
1949,2023-10-17,Houston,36-45
1950,2024-01-18,Houston,36-45
1951,2023-03-20,New York,26-35
1952,2023-07-14,Houston,18-25
1953,2024-06-11,Phoenix,55+
1954,2024-10-10,Boston,36-45
1955,2025-05-29,Houston,26-35
1956,2025-04-02,Phoenix,46-55
1957,2024-07-20,Phoenix,36-45
1958,2024-01-07,New York,26-35
1959,2024-07-14,Seattle,26-35
1960,2024-11-23,New York,26-35
1961,2023-04-15,Houston,46-55
1962,2023-12-28,New York,18-25
1963,2025-01-09,New York,26-35
1964,2023-12-05,Seattle,46-55
1965,2024-05-18,Boston,18-25
1966,2024-06-01,Chicago,36-45
1967,2023-06-12,Houston,26-35
1968,2023-11-16,Seattle,36-45
1969,2023-10-22,Houston,26-35
1970,2023-01-24,Houston,18-25
1971,2023-01-22,New York,36-45
1972,2025-01-02,Boston,36-45
1973,2023-08-29,New York,36-45
1974,2024-04-01,Phoenix,36-45
1975,2023-09-21,Los Angeles,36-45
1976,2025-04-08,Los Angeles,36-45
1977,2023-08-17,Seattle,36-45
1978,2024-01-14,Los Angeles,36-45
1979,2025-02-07,Seattle,36-45
1980,2025-01-11,Chicago,36-45
1981,2023-06-13,New York,18-25
1982,2024-12-08,Phoenix,26-35
1983,2024-02-08,Phoenix,26-35
1984,2024-03-01,Los Angeles,55+
1985,2023-04-28,Boston,46-55
1986,2023-03-13,Chicago,36-45
1987,2024-10-03,Seattle,26-35
1988,2024-03-13,Chicago,18-25
1989,2024-01-20,Los Angeles,46-55
1990,2024-10-04,Seattle,46-55
1991,2024-11-05,Seattle,18-25
1992,2023-05-20,Los Angeles,46-55
1993,2024-06-21,New York,26-35
1994,2023-04-30,Boston,26-35
1995,2024-10-23,Chicago,36-45
1996,2024-08-01,Phoenix,36-45
1997,2025-04-22,Los Angeles,46-55
1998,2023-03-02,New York,18-25
1999,2023-02-20,Phoenix,26-35
2000,2023-09-06,Chicago,26-35
2001,2023-08-19,Los Angeles,26-35
2002,2023-08-06,Seattle,36-45
2003,2025-03-09,Boston,26-35
2004,2023-08-08,Los Angeles,26-35
2005,2023-08-28,Boston,26-35
2006,2024-10-31,New York,36-45
2007,2024-02-01,New York,36-45
2008,2024-11-15,Chicago,36-45
2009,2023-02-27,Boston,26-35
2010,2024-03-05,Los Angeles,26-35
2011,2023-01-30,New York,18-25
2012,2023-02-25,Los Angeles,18-25
2013,2025-03-09,Chicago,26-35
2014,2023-05-03,Boston,18-25
2015,2024-04-14,Los Angeles,36-45
2016,2023-12-29,Phoenix,55+
2017,2023-11-03,Los Angeles,18-25
2018,2025-03-03,Houston,46-55
2019,2023-01-20,Houston,18-25
2020,2024-08-07,Seattle,36-45
2021,2025-04-28,Chicago,36-45
2022,2024-05-08,Chicago,55+
2023,2025-04-05,Chicago,18-25
2024,2023-02-16,Phoenix,26-35
2025,2024-01-04,Boston,18-25
2026,2023-08-18,Phoenix,26-35
2027,2024-10-05,Seattle,55+
2028,2025-05-14,Los Angeles,46-55
2029,2023-08-15,New York,36-45
2030,2024-07-30,Boston,36-45
2031,2023-06-24,Houston,46-55
2032,2024-05-13,Houston,26-35
2033,2024-02-13,Seattle,18-25
2034,2025-05-06,Houston,46-55
2035,2024-06-20,Seattle,26-35
2036,2023-11-04,Los Angeles,18-25
2037,2023-04-11,Los Angeles,18-25
2038,2023-05-14,Chicago,36-45
2039,2023-07-18,New York,36-45
2040,2023-08-10,Chicago,26-35
2041,2025-01-19,Los Angeles,36-45
2042,2024-05-09,Phoenix,46-55
2043,2024-04-06,Chicago,55+
2044,2023-04-12,Boston,36-45
2045,2025-01-27,Los Angeles,46-55
2046,2024-09-28,Los Angeles,46-55
2047,2023-03-01,Phoenix,26-35
2048,2024-09-15,Phoenix,26-35
2049,2024-04-23,Phoenix,26-35
2050,2023-03-14,New York,18-25
2051,2024-02-08,Boston,26-35
2052,2024-03-03,Los Angeles,26-35
2053,2023-05-27,Phoenix,18-25
2054,2025-04-13,New York,18-25
2055,2025-01-18,Houston,26-35
2056,2024-08-12,Boston,36-45
2057,2024-02-12,Seattle,46-55
2058,2023-12-29,Seattle,36-45
2059,2024-07-27,Houston,26-35
2060,2024-04-25,Houston,26-35
2061,2023-02-24,Los Angeles,18-25
2062,2024-03-27,New York,18-25
2063,2024-12-11,New York,46-55
2064,2024-02-09,Houston,26-35
2065,2023-02-15,Boston,46-55
2066,2024-11-23,Chicago,36-45
2067,2023-06-27,Houston,18-25
2068,2023-08-16,Los Angeles,36-45
2069,2023-05-26,Houston,26-35
2070,2023-10-18,Boston,26-35
2071,2024-10-28,Boston,36-45
2072,2024-04-02,Houston,55+
2073,2023-06-30,New York,46-55
2074,2025-02-12,Houston,55+
2075,2025-02-13,Phoenix,18-25
2076,2025-02-05,Phoenix,18-25
2077,2023-07-30,Chicago,18-25
2078,2024-02-02,Los Angeles,26-35
2079,2025-05-17,Los Angeles,26-35
2080,2024-11-11,Seattle,36-45
2081,2023-01-24,New York,36-45
2082,2023-02-27,Los Angeles,55+
2083,2024-02-13,Chicago,55+
2084,2025-03-12,Phoenix,18-25
2085,2024-04-19,New York,46-55
2086,2024-03-14,Boston,26-35
2087,2023-04-03,Phoenix,26-35
2088,2024-08-01,Chicago,46-55
2089,2024-12-25,New York,18-25
2090,2023-12-02,Houston,46-55
2091,2024-11-14,Los Angeles,36-45
2092,2025-04-29,Chicago,46-55
2093,2023-06-29,New York,55+
2094,2024-04-06,Phoenix,36-45
2095,2023-09-10,New York,18-25
2096,2024-11-29,Houston,18-25
2097,2024-05-23,Chicago,26-35
2098,2024-07-13,New York,18-25
2099,2024-12-03,Boston,46-55
2100,2023-12-15,Chicago,26-35
2101,2025-03-17,Chicago,55+
2102,2024-04-14,Phoenix,36-45
2103,2023-05-20,Seattle,18-25
2104,2024-09-05,Los Angeles,26-35
2105,2024-11-29,Seattle,26-35
2106,2023-10-07,Boston,26-35
2107,2025-01-25,Houston,36-45
2108,2025-03-09,New York,18-25
2109,2023-09-01,Seattle,36-45
2110,2025-05-16,Los Angeles,26-35
2111,2023-05-04,Phoenix,46-55
2112,2023-06-27,Los Angeles,46-55
2113,2023-06-12,Chicago,26-35
2114,2025-02-26,Chicago,18-25
2115,2024-07-30,Houston,36-45
2116,2023-05-15,Boston,55+
2117,2024-01-23,New York,26-35
2118,2024-06-26,New York,26-35
2119,2023-03-15,Phoenix,18-25
2120,2025-02-16,Houston,26-35
2121,2024-12-08,New York,26-35
2122,2024-03-21,Boston,26-35
2123,2025-05-02,Chicago,36-45
2124,2024-01-04,Houston,26-35
2125,2025-05-17,Los Angeles,18-25
2126,2024-08-11,Seattle,26-35
2127,2024-07-13,Seattle,46-55
2128,2023-05-27,Houston,26-35
2129,2025-02-15,Houston,55+
2130,2024-01-12,Boston,36-45
2131,2023-05-23,Boston,26-35
2132,2023-01-12,New York,18-25
2133,2024-05-08,Seattle,36-45
2134,2024-04-09,Phoenix,36-45
2135,2024-09-25,Phoenix,36-45
2136,2025-02-23,Boston,46-55
2137,2023-03-11,New York,36-45
2138,2024-10-06,New York,18-25
2139,2023-06-15,New York,46-55
2140,2025-01-26,Boston,36-45
2141,2024-12-22,Phoenix,26-35
2142,2024-04-21,New York,36-45
2143,2024-09-17,Boston,36-45
2144,2023-10-04,Los Angeles,18-25
2145,2024-02-20,Los Angeles,26-35
2146,2024-12-24,Chicago,26-35
2147,2024-02-09,Los Angeles,26-35
2148,2023-11-12,Houston,18-25
2149,2024-03-11,Chicago,18-25
2150,2024-12-30,Los Angeles,18-25
2151,2023-10-23,Houston,26-35
2152,2023-06-03,Los Angeles,46-55
2153,2024-09-19,Boston,26-35
2154,2024-12-28,Seattle,26-35
2155,2023-03-30,Houston,26-35
2156,2023-07-31,New York,46-55
2157,2023-05-06,Boston,18-25
2158,2023-11-03,Seattle,18-25
2159,2024-02-01,Houston,26-35
2160,2024-10-21,Boston,55+
2161,2024-07-27,New York,36-45
2162,2024-07-01,Houston,18-25
2163,2023-11-07,Houston,26-35
2164,2025-01-11,Seattle,18-25
2165,2024-02-20,Boston,18-25
2166,2025-05-12,Los Angeles,46-55
2167,2024-07-12,Houston,26-35
2168,2023-04-22,Los Angeles,36-45
2169,2024-08-18,Houston,26-35
2170,2023-10-14,Phoenix,36-45
2171,2024-08-27,Chicago,26-35
2172,2023-03-03,Los Angeles,26-35
2173,2023-06-04,Los Angeles,36-45
2174,2025-01-23,Seattle,18-25
2175,2023-07-20,New York,36-45
2176,2025-01-07,Phoenix,46-55
2177,2023-09-04,New York,18-25
2178,2024-07-20,Phoenix,46-55
2179,2024-09-03,Phoenix,18-25
2180,2024-03-27,Boston,26-35
2181,2023-09-26,Boston,36-45
2182,2023-07-07,Boston,36-45
2183,2023-01-30,Houston,18-25
2184,2023-09-25,Seattle,46-55
2185,2024-07-29,New York,55+
2186,2025-04-06,Chicago,18-25
2187,2025-02-06,Phoenix,46-55
2188,2024-11-05,Phoenix,36-45
2189,2024-11-25,Seattle,55+
2190,2024-08-08,Los Angeles,18-25
2191,2023-08-18,Houston,46-55
2192,2025-03-10,Chicago,18-25
2193,2024-08-13,Boston,46-55
2194,2024-05-08,Phoenix,36-45
2195,2023-04-08,Los Angeles,26-35
2196,2024-01-29,New York,18-25
2197,2024-02-10,Phoenix,46-55
2198,2025-01-31,Los Angeles,36-45
2199,2024-04-26,New York,26-35
2200,2023-12-02,Houston,26-35
2201,2025-05-10,Boston,46-55
2202,2023-04-08,Seattle,26-35
2203,2024-01-08,New York,18-25
2204,2023-02-07,Phoenix,55+
2205,2024-10-13,Chicago,26-35
2206,2025-03-19,New York,26-35
2207,2023-09-04,Chicago,26-35
2208,2025-01-26,Chicago,46-55
2209,2023-09-15,New York,26-35
2210,2025-03-13,Seattle,36-45
2211,2024-10-26,Seattle,46-55
2212,2024-12-10,Houston,18-25
2213,2023-01-16,Seattle,46-55
2214,2025-04-28,New York,26-35
2215,2024-10-02,Seattle,36-45
2216,2023-09-26,Los Angeles,26-35
2217,2024-12-31,Boston,36-45
2218,2023-09-06,Chicago,26-35
2219,2025-02-07,Boston,18-25
2220,2023-04-10,Phoenix,55+
2221,2024-09-11,Chicago,18-25
2222,2024-04-21,Phoenix,46-55
2223,2023-03-27,Los Angeles,18-25
2224,2023-08-02,Los Angeles,26-35
2225,2023-01-11,Boston,46-55
2226,2024-02-17,Los Angeles,26-35
2227,2023-09-23,New York,46-55
2228,2024-06-11,Chicago,26-35
2229,2023-09-19,Phoenix,26-35
2230,2023-09-22,Seattle,36-45
2231,2024-10-16,Boston,26-35
2232,2023-02-12,Boston,26-35
2233,2025-03-06,Los Angeles,36-45
2234,2025-01-20,Los Angeles,26-35
2235,2024-08-11,Phoenix,26-35
2236,2024-06-06,Chicago,46-55
2237,2025-02-25,Chicago,46-55
2238,2023-06-13,Boston,26-35
2239,2023-03-11,Phoenix,36-45
2240,2023-07-31,Boston,36-45
2241,2024-12-01,Seattle,36-45
2242,2023-01-31,Houston,26-35
2243,2024-05-28,Chicago,55+
2244,2025-05-26,Phoenix,18-25
2245,2025-01-23,Seattle,36-45
2246,2024-04-04,Phoenix,46-55
2247,2023-02-26,Boston,36-45
2248,2025-01-02,Los Angeles,46-55
2249,2024-06-11,Phoenix,26-35
2250,2023-04-12,Boston,26-35
2251,2023-03-24,New York,46-55
2252,2025-03-12,Los Angeles,26-35
2253,2024-08-12,Los Angeles,36-45
2254,2024-12-31,Chicago,18-25
2255,2025-02-13,Houston,46-55
2256,2024-05-18,Chicago,36-45
2257,2024-03-31,New York,26-35
2258,2024-01-15,Boston,26-35
2259,2023-10-07,Los Angeles,36-45
2260,2024-01-18,Los Angeles,18-25
2261,2024-11-12,Seattle,36-45
2262,2024-06-14,Phoenix,36-45
2263,2025-02-25,Houston,26-35
2264,2024-01-26,Houston,46-55
2265,2024-06-18,Phoenix,26-35
2266,2024-07-10,New York,26-35
2267,2024-06-05,Houston,26-35
2268,2024-09-11,Los Angeles,36-45
2269,2023-07-29,New York,55+
2270,2024-03-27,Chicago,18-25
2271,2023-04-02,Chicago,26-35
2272,2023-12-05,New York,18-25
2273,2024-03-05,Los Angeles,46-55
2274,2024-07-28,Seattle,26-35
2275,2025-04-17,Chicago,36-45
2276,2024-06-13,Boston,26-35
2277,2024-10-17,Los Angeles,46-55
2278,2024-03-22,Phoenix,36-45
2279,2024-07-12,Houston,55+
2280,2023-03-04,Seattle,18-25
2281,2023-08-13,Seattle,36-45
2282,2023-11-15,New York,46-55
2283,2024-02-21,Houston,36-45
2284,2023-02-10,Phoenix,18-25
2285,2023-05-04,Chicago,55+
2286,2023-09-01,Seattle,26-35
2287,2025-05-05,Boston,26-35
2288,2023-10-19,Los Angeles,26-35
2289,2024-02-29,Seattle,36-45
2290,2023-06-22,Seattle,46-55
2291,2024-06-22,Los Angeles,26-35
2292,2023-09-05,Phoenix,26-35
2293,2023-07-02,New York,36-45
2294,2024-03-31,Seattle,26-35
2295,2023-01-05,Seattle,55+
2296,2023-01-07,Houston,46-55
2297,2023-07-12,Boston,26-35
2298,2023-02-02,Chicago,18-25
2299,2023-04-06,New York,55+
2300,2023-10-26,Boston,18-25
2301,2024-12-08,Boston,26-35
2302,2024-05-18,Phoenix,18-25
2303,2024-03-27,Phoenix,18-25
2304,2023-09-16,Los Angeles,46-55
2305,2025-03-31,Chicago,36-45
2306,2023-12-16,New York,55+
2307,2023-03-18,Los Angeles,26-35
2308,2024-06-27,Seattle,26-35
2309,2023-04-11,Chicago,55+
2310,2023-11-01,Houston,46-55
2311,2024-03-23,Houston,36-45
2312,2025-02-09,Los Angeles,18-25
2313,2024-03-10,New York,46-55
2314,2024-09-10,Chicago,26-35
2315,2025-05-24,Houston,36-45
2316,2023-04-26,Houston,36-45
2317,2023-08-31,New York,36-45
2318,2023-12-14,Los Angeles,36-45
2319,2024-01-07,Phoenix,36-45
2320,2023-12-29,Seattle,18-25
2321,2025-03-10,Boston,26-35
2322,2024-09-21,Seattle,36-45
2323,2024-06-19,Chicago,26-35
2324,2023-09-30,Houston,26-35
2325,2024-12-26,Boston,18-25
2326,2025-04-21,Boston,26-35
2327,2024-12-24,Phoenix,55+
2328,2023-01-02,Boston,26-35
2329,2024-07-14,New York,36-45
2330,2023-02-15,Los Angeles,36-45
2331,2023-08-15,Chicago,18-25
2332,2023-02-22,New York,55+
2333,2024-06-15,Los Angeles,26-35
2334,2024-08-27,New York,46-55
2335,2023-04-11,Houston,18-25
2336,2023-12-05,Houston,18-25
2337,2024-02-06,Phoenix,26-35
2338,2023-11-22,New York,26-35
2339,2023-04-17,Seattle,46-55
2340,2024-01-05,Boston,18-25
2341,2024-10-23,Houston,36-45
2342,2023-03-04,Los Angeles,18-25
2343,2023-03-12,Phoenix,46-55
2344,2023-11-09,Boston,46-55
2345,2025-04-09,Chicago,26-35
2346,2024-08-12,New York,26-35
2347,2024-08-20,Seattle,36-45
2348,2023-11-15,Houston,18-25
2349,2024-06-07,Seattle,18-25
2350,2023-01-09,Boston,36-45
2351,2024-07-14,Los Angeles,55+
2352,2025-03-15,New York,46-55
2353,2024-06-23,Seattle,36-45
2354,2025-02-08,Los Angeles,36-45
2355,2024-09-29,Phoenix,55+
2356,2023-04-17,Houston,36-45
2357,2025-03-06,Houston,26-35
2358,2023-02-28,Phoenix,55+
2359,2024-04-15,Los Angeles,26-35
2360,2023-05-06,Seattle,18-25
2361,2023-01-11,New York,36-45
2362,2024-01-07,Los Angeles,18-25
2363,2023-09-17,New York,26-35
2364,2024-03-04,Boston,26-35
2365,2024-05-23,Phoenix,36-45
2366,2023-02-08,Chicago,55+
2367,2023-04-19,New York,26-35
2368,2024-05-07,Houston,26-35
2369,2023-10-30,Boston,18-25
2370,2024-10-04,Houston,36-45
2371,2024-07-28,Boston,36-45
2372,2025-01-14,Houston,26-35
2373,2024-09-02,Los Angeles,26-35
2374,2024-01-14,Seattle,36-45
2375,2024-08-15,Los Angeles,36-45
2376,2023-08-31,Los Angeles,18-25
2377,2023-09-27,Seattle,26-35
2378,2024-11-26,Boston,26-35
2379,2024-01-29,Boston,55+
2380,2024-12-04,Seattle,46-55
2381,2024-12-25,Houston,36-45
2382,2025-01-25,New York,46-55
2383,2025-03-18,Boston,36-45
2384,2024-01-15,Houston,55+
2385,2023-10-08,New York,18-25
2386,2024-05-27,Seattle,26-35
2387,2023-11-24,Los Angeles,36-45
2388,2024-06-13,Boston,36-45
2389,2024-09-13,Chicago,18-25
2390,2024-08-29,Los Angeles,26-35
2391,2023-11-26,Phoenix,26-35
2392,2023-05-28,New York,26-35
2393,2024-01-15,Chicago,26-35
2394,2023-05-06,Los Angeles,36-45
2395,2025-02-23,Boston,46-55
2396,2023-11-01,Chicago,36-45
2397,2023-05-17,Houston,46-55
2398,2023-01-23,New York,46-55
2399,2024-07-22,Phoenix,26-35
2400,2024-07-15,Houston,26-35
2401,2023-10-28,Chicago,18-25
2402,2023-03-05,Los Angeles,55+
2403,2023-12-27,New York,18-25
2404,2023-10-02,Boston,36-45
2405,2024-08-19,Phoenix,26-35
2406,2024-06-17,Los Angeles,55+
2407,2023-11-18,Phoenix,26-35
2408,2023-07-11,Boston,46-55
2409,2025-05-20,Seattle,26-35
2410,2024-02-04,New York,26-35
2411,2024-08-29,Chicago,36-45
2412,2023-05-04,Phoenix,55+
2413,2024-03-03,New York,36-45
2414,2023-01-25,Phoenix,55+
2415,2024-03-21,Los Angeles,46-55
2416,2025-04-29,Phoenix,46-55
2417,2023-12-05,Seattle,26-35
2418,2023-02-04,Los Angeles,26-35
2419,2023-01-28,Los Angeles,18-25
2420,2023-12-08,New York,55+
2421,2023-05-21,Houston,55+
2422,2023-01-21,Boston,36-45
2423,2024-10-28,Phoenix,26-35
2424,2024-02-08,Chicago,26-35
2425,2023-09-12,Los Angeles,55+
2426,2025-03-03,Houston,18-25
2427,2023-04-13,Los Angeles,46-55
2428,2025-04-22,Houston,26-35
2429,2023-10-04,Houston,26-35
2430,2025-02-21,Chicago,46-55
2431,2024-06-15,Houston,18-25
2432,2024-12-29,Chicago,26-35
2433,2025-05-16,New York,55+
2434,2023-09-12,Los Angeles,36-45
2435,2025-04-26,Chicago,46-55
2436,2023-12-10,Boston,46-55
2437,2023-12-06,Seattle,18-25
2438,2023-10-27,Los Angeles,26-35
2439,2024-04-21,Seattle,26-35
2440,2023-05-16,Boston,26-35
2441,2024-05-02,Phoenix,26-35
2442,2024-04-22,Boston,46-55
2443,2024-11-02,New York,18-25
2444,2025-01-04,Phoenix,36-45
2445,2024-01-24,Phoenix,18-25
2446,2023-09-24,Houston,18-25
2447,2023-08-17,Boston,26-35
2448,2023-06-21,Houston,46-55
2449,2023-02-20,Boston,18-25
2450,2023-10-29,Phoenix,36-45
2451,2023-08-27,Houston,36-45
2452,2025-05-01,Seattle,26-35
2453,2024-05-06,Los Angeles,36-45
2454,2023-11-02,Boston,55+
2455,2024-05-26,Boston,36-45
2456,2023-05-03,Houston,18-25
2457,2024-01-27,Boston,36-45
2458,2024-07-05,Phoenix,36-45
2459,2024-03-06,Houston,18-25
2460,2023-12-20,Houston,18-25
2461,2025-05-25,Chicago,18-25
2462,2025-02-14,Seattle,18-25
2463,2024-07-03,Seattle,26-35
2464,2024-05-16,Chicago,26-35
2465,2024-06-30,Phoenix,26-35
2466,2023-06-27,Los Angeles,46-55
2467,2023-12-15,Boston,36-45
2468,2023-02-04,New York,46-55
2469,2024-02-23,Boston,36-45
2470,2024-04-23,New York,18-25
2471,2023-07-20,Seattle,26-35
2472,2025-04-29,Phoenix,46-55
2473,2025-03-12,Los Angeles,18-25
2474,2024-09-28,Los Angeles,18-25
2475,2024-04-14,Los Angeles,26-35
2476,2025-02-05,Chicago,26-35
2477,2023-04-26,Phoenix,26-35
2478,2024-11-27,New York,18-25
2479,2023-04-20,Los Angeles,26-35
2480,2024-11-30,Phoenix,36-45
2481,2023-08-31,Boston,26-35
2482,2025-02-11,New York,36-45
2483,2025-04-11,Seattle,36-45
2484,2023-05-12,Chicago,36-45
2485,2024-02-12,Houston,26-35
2486,2025-05-14,New York,36-45
2487,2024-03-01,Seattle,18-25
2488,2025-01-30,Seattle,26-35
2489,2024-06-02,Seattle,36-45
2490,2023-11-27,Boston,18-25
2491,2023-09-09,New York,26-35
2492,2023-06-29,New York,26-35
2493,2024-11-02,Houston,18-25
2494,2023-12-07,Los Angeles,26-35
2495,2024-03-26,Boston,55+
2496,2024-03-09,Seattle,26-35
2497,2024-05-23,Houston,26-35
2498,2025-02-01,New York,36-45
2499,2025-05-14,Boston,36-45
2500,2023-12-26,Chicago,55+
2501,2024-12-30,New York,46-55
2502,2024-11-04,Chicago,46-55
2503,2024-05-20,Phoenix,55+
2504,2025-04-22,Chicago,26-35
2505,2023-06-26,New York,36-45
2506,2023-04-07,Houston,46-55
2507,2025-01-22,New York,36-45
2508,2024-01-22,New York,55+
2509,2025-01-16,Phoenix,18-25
2510,2025-02-25,Seattle,26-35
2511,2023-02-25,Los Angeles,55+
2512,2025-02-17,New York,26-35
2513,2024-01-30,Phoenix,36-45
2514,2024-03-25,Houston,18-25
2515,2024-07-06,Phoenix,36-45
2516,2025-03-27,Phoenix,55+
2517,2023-01-17,Chicago,26-35
2518,2024-02-25,Los Angeles,18-25
2519,2024-08-28,Los Angeles,18-25
2520,2024-09-28,Boston,46-55
2521,2024-09-02,Seattle,36-45
2522,2023-04-29,Houston,18-25
2523,2023-09-21,Boston,18-25
2524,2023-11-13,Seattle,46-55
2525,2024-12-09,Seattle,46-55
2526,2023-09-03,Phoenix,18-25
2527,2023-07-05,Houston,26-35
2528,2025-04-23,Seattle,46-55
2529,2023-01-08,Houston,36-45
2530,2025-05-29,Los Angeles,55+
2531,2024-08-19,Los Angeles,26-35
2532,2024-12-30,Los Angeles,36-45
2533,2023-09-17,New York,36-45
2534,2023-01-13,Phoenix,55+
2535,2024-10-12,Houston,26-35
2536,2025-01-04,Phoenix,26-35
2537,2024-10-14,Seattle,26-35
2538,2023-05-06,Houston,46-55
2539,2024-10-25,Houston,26-35
2540,2024-11-08,Boston,26-35
2541,2024-08-03,Houston,36-45
2542,2024-11-05,Houston,18-25
2543,2025-01-15,Chicago,18-25
2544,2024-06-24,Chicago,26-35
2545,2023-03-20,Boston,36-45
2546,2024-03-05,New York,36-45
2547,2023-03-10,Los Angeles,46-55
2548,2023-12-26,Seattle,55+
2549,2023-12-25,Seattle,26-35
2550,2023-02-28,Houston,36-45
2551,2023-11-04,Phoenix,18-25
2552,2023-04-08,Seattle,18-25
2553,2024-12-13,Chicago,18-25
2554,2025-04-14,Los Angeles,26-35
2555,2023-03-05,New York,26-35
2556,2025-04-21,Los Angeles,26-35
2557,2024-04-05,Houston,36-45
2558,2023-09-21,Los Angeles,26-35
2559,2023-03-09,Houston,36-45
2560,2024-03-17,Boston,26-35
2561,2024-11-30,Chicago,18-25
2562,2024-09-14,Chicago,18-25
2563,2023-02-14,Houston,26-35
2564,2023-03-06,Phoenix,18-25
2565,2023-12-21,Chicago,36-45
2566,2023-09-18,Phoenix,46-55
2567,2023-07-24,Houston,26-35
2568,2023-09-05,Boston,26-35
2569,2024-12-08,Houston,46-55
2570,2025-03-29,Boston,26-35
2571,2023-12-23,Seattle,18-25
2572,2025-03-09,Chicago,36-45
2573,2023-10-11,Phoenix,36-45
2574,2024-02-24,Houston,36-45
2575,2023-07-19,Seattle,36-45
2576,2024-07-18,Chicago,18-25
2577,2025-05-12,Seattle,26-35
2578,2024-06-15,Boston,26-35
2579,2023-11-12,Houston,46-55
2580,2024-07-24,Seattle,46-55
2581,2023-04-19,Seattle,26-35
2582,2025-02-21,Boston,18-25
2583,2024-03-19,Los Angeles,26-35
2584,2024-01-31,Boston,18-25
2585,2024-05-31,Los Angeles,26-35
2586,2024-07-04,Chicago,36-45
2587,2023-03-05,Houston,55+
2588,2024-08-24,Seattle,26-35
2589,2023-08-02,Chicago,26-35
2590,2024-09-20,New York,18-25
2591,2024-12-25,Boston,18-25
2592,2024-12-09,Chicago,18-25
2593,2024-05-01,Chicago,46-55
2594,2024-04-03,Seattle,18-25
2595,2023-05-06,Los Angeles,55+
2596,2024-11-14,Boston,36-45
2597,2023-08-28,Los Angeles,36-45
2598,2024-03-13,Houston,26-35
2599,2023-09-08,Chicago,36-45
2600,2023-04-28,Boston,26-35
2601,2024-07-08,Chicago,26-35
2602,2023-02-17,Houston,26-35
2603,2024-10-21,Phoenix,55+
