customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
1157,1,13,1142.68,5,4,5,545,Champions
1158,1,10,1057.76,5,4,5,545,Champions
1159,1,13,1253.33,5,4,5,545,Champions
1160,133,12,985.72,4,4,5,445,Champions
1161,1,13,759.59,5,4,4,544,Champions
1162,1,15,1881.94,5,4,5,545,Champions
1163,1,11,1626.78,5,4,5,545,Champions
1164,67,13,1338.22,4,4,5,445,Champions
1165,1,11,1373.46,5,4,5,545,Champions
1166,1,9,693.2,5,3,4,534,Loyal Customers
1167,1,13,1278.98,5,4,5,545,Champions
1168,9,7,933.88,5,3,5,535,Loyal Customers
1169,1,8,646.3299999999999,5,3,4,534,Loyal Customers
1170,1,10,1290.08,5,4,5,545,Champions
1171,1,13,1487.33,5,4,5,545,Champions
1172,1,13,1336.71,5,4,5,545,Champions
1173,1,13,1215.6100000000001,5,4,5,545,Champions
1174,1,17,1745.04,5,4,5,545,Champions
1175,1,9,931.97,5,3,5,535,Loyal Customers
1176,451,14,1751.4,3,4,5,345,Loyal Customers
1177,1,8,526.03,5,3,4,534,Loyal Customers
1178,1,16,1837.71,5,4,5,545,Champions
1179,1,8,1135.93,5,3,5,535,Loyal Customers
1180,1,14,1273.94,5,4,5,545,Champions
1181,1,11,967.3,5,4,5,545,Champions
1182,354,9,809.23,4,3,5,435,Loyal Customers
1183,1,12,1907.82,5,4,5,545,Champions
1184,1,6,911.13,5,3,5,535,Loyal Customers
1185,1,12,1130.06,5,4,5,545,Champions
1186,1,11,1006.46,5,4,5,545,Champions
1187,1,11,1058.69,5,4,5,545,Champions
1188,1,11,1417.1000000000001,5,4,5,545,Champions
1189,1,12,1102.59,5,4,5,545,Champions
1190,1,12,1345.3600000000001,5,4,5,545,Champions
1191,1,15,1462.61,5,4,5,545,Champions
1192,1,16,1612.74,5,4,5,545,Champions
1193,1,11,818.12,5,4,5,545,Champions
1194,1,13,1410.49,5,4,5,545,Champions
1195,1,18,1676.94,5,4,5,545,Champions
1196,1,9,593.64,5,3,4,534,Loyal Customers
1197,1,9,642.66,5,3,4,534,Loyal Customers
1198,1,11,1024.96,5,4,5,545,Champions
1199,1,8,733.62,5,3,4,534,Loyal Customers
1200,1,5,375.09000000000003,5,3,4,534,Loyal Customers
1201,1,10,800.12,5,4,5,545,Champions
1202,95,9,961.63,4,3,5,435,Loyal Customers
1203,46,15,1339.99,5,4,5,545,Champions
1204,1,14,1184.29,5,4,5,545,Champions
1205,1,15,1567.65,5,4,5,545,Champions
1206,463,7,937.96,3,3,5,335,Loyal Customers
1207,349,11,867.15,4,4,5,445,Champions
1208,1,13,1396.1399999999999,5,4,5,545,Champions
1209,1,6,728.6899999999999,5,3,4,534,Loyal Customers
1210,1,12,1075.2,5,4,5,545,Champions
1211,1,13,1097.36,5,4,5,545,Champions
1212,1,13,1369.05,5,4,5,545,Champions
1213,7,11,1005.16,5,4,5,545,Champions
1214,1,2,198.4,5,1,3,513,New Customers
1215,1,10,572.56,5,4,4,544,Champions
1216,1,7,665.99,5,3,4,534,Loyal Customers
1217,1,11,1068.04,5,4,5,545,Champions
1218,1,9,675.8199999999999,5,3,4,534,Loyal Customers
1219,1,10,943.1800000000001,5,4,5,545,Champions
1220,1,6,699.88,5,3,4,534,Loyal Customers
1221,330,9,669.2,4,3,4,434,Loyal Customers
1222,1,11,1071.0,5,4,5,545,Champions
1223,1,20,1771.23,5,4,5,545,Champions
1224,158,9,899.14,4,3,5,435,Loyal Customers
1225,202,11,1098.14,4,4,5,445,Champions
1226,153,10,826.41,4,4,5,445,Champions
1227,1,11,1052.6100000000001,5,4,5,545,Champions
1228,1,16,1599.86,5,4,5,545,Champions
1229,1,9,794.85,5,3,4,534,Loyal Customers
1230,1,10,927.73,5,4,5,545,Champions
1231,1,6,509.52000000000004,5,3,4,534,Loyal Customers
1232,1,11,1375.64,5,4,5,545,Champions
1233,1,16,1542.97,5,4,5,545,Champions
1234,1,8,690.4,5,3,4,534,Loyal Customers
1235,7,18,1806.06,5,4,5,545,Champions
1236,1,12,1362.66,5,4,5,545,Champions
1237,1,10,897.5699999999999,5,4,5,545,Champions
1238,1,9,684.01,5,3,4,534,Loyal Customers
1239,1,13,1291.41,5,4,5,545,Champions
1240,1,12,1203.93,5,4,5,545,Champions
1241,1,14,1510.33,5,4,5,545,Champions
1242,1,14,1588.27,5,4,5,545,Champions
1243,1,16,1238.94,5,4,5,545,Champions
1244,361,12,967.72,4,4,5,445,Champions
1245,1,10,1216.62,5,4,5,545,Champions
1246,1,14,1736.48,5,4,5,545,Champions
1247,1,10,1025.35,5,4,5,545,Champions
1248,1,11,1320.31,5,4,5,545,Champions
1249,1,16,1471.3999999999999,5,4,5,545,Champions
1250,358,13,1717.28,4,4,5,445,Champions
1251,1,8,500.20000000000005,5,3,4,534,Loyal Customers
1252,1,10,797.04,5,4,5,545,Champions
1253,1,13,1488.46,5,4,5,545,Champions
1254,1,11,904.64,5,4,5,545,Champions
1255,1,18,1368.44,5,4,5,545,Champions
1256,1,12,1542.28,5,4,5,545,Champions
1257,1,14,1684.33,5,4,5,545,Champions
1258,310,5,695.55,4,3,4,434,Loyal Customers
1259,1,11,815.53,5,4,5,545,Champions
1260,1,11,1064.9,5,4,5,545,Champions
1261,1,10,1038.7,5,4,5,545,Champions
1262,1,8,788.25,5,3,4,534,Loyal Customers
1263,1,7,968.85,5,3,5,535,Loyal Customers
1264,1,10,966.6,5,4,5,545,Champions
1265,1,8,491.32,5,3,4,534,Loyal Customers
1266,1,13,1356.69,5,4,5,545,Champions
1267,1,13,1181.42,5,4,5,545,Champions
1268,1,14,1299.59,5,4,5,545,Champions
1269,1,9,1337.61,5,3,5,535,Loyal Customers
1270,1,15,1032.53,5,4,5,545,Champions
1271,27,15,1653.33,5,4,5,545,Champions
1272,1,13,1289.16,5,4,5,545,Champions
1273,166,11,1350.43,4,4,5,445,Champions
1274,1,13,1180.94,5,4,5,545,Champions
1275,33,15,1357.77,5,4,5,545,Champions
1276,1,7,597.1700000000001,5,3,4,534,Loyal Customers
1277,1,14,1387.65,5,4,5,545,Champions
1278,96,16,1067.58,4,4,5,445,Champions
1279,1,15,1168.4099999999999,5,4,5,545,Champions
1280,1,12,1237.6200000000001,5,4,5,545,Champions
1281,1,13,1505.81,5,4,5,545,Champions
1282,1,11,1263.67,5,4,5,545,Champions
1283,1,14,1382.11,5,4,5,545,Champions
1284,1,7,916.1600000000001,5,3,5,535,Loyal Customers
1285,112,7,953.75,4,3,5,435,Loyal Customers
1286,1,8,791.01,5,3,4,534,Loyal Customers
1287,1,15,1323.51,5,4,5,545,Champions
1288,1,14,1456.8500000000001,5,4,5,545,Champions
1289,1,12,1365.51,5,4,5,545,Champions
1290,1,12,2088.71,5,4,5,545,Champions
1291,1,12,902.99,5,4,5,545,Champions
1292,1,11,1028.58,5,4,5,545,Champions
1293,1,14,1431.85,5,4,5,545,Champions
1294,1,10,1094.27,5,4,5,545,Champions
1295,1,15,1537.44,5,4,5,545,Champions
1296,1,11,1056.5,5,4,5,545,Champions
1297,1,17,1778.97,5,4,5,545,Champions
1298,269,7,1013.07,4,3,5,435,Loyal Customers
1299,1,19,2051.7200000000003,5,4,5,545,Champions
1300,1,19,2493.48,5,4,5,545,Champions
1301,1,10,1346.1499999999999,5,4,5,545,Champions
1302,1,10,926.0799999999999,5,4,5,545,Champions
1303,1,10,599.5799999999999,5,4,4,544,Champions
1304,1,10,621.55,5,4,4,544,Champions
1305,56,10,1079.67,5,4,5,545,Champions
1306,1,11,813.09,5,4,5,545,Champions
1307,376,8,386.43,4,3,4,434,Loyal Customers
1308,1,15,1585.45,5,4,5,545,Champions
1309,1,11,773.74,5,4,4,544,Champions
1310,1,18,2077.9,5,4,5,545,Champions
1311,1,7,447.94,5,3,4,534,Loyal Customers
1312,1,15,1801.41,5,4,5,545,Champions
1313,1,13,1400.09,5,4,5,545,Champions
1314,85,11,1239.27,4,4,5,445,Champions
1315,1,8,861.92,5,3,5,535,Loyal Customers
1316,158,12,959.99,4,4,5,445,Champions
1317,1,13,1523.61,5,4,5,545,Champions
1318,1,12,1248.06,5,4,5,545,Champions
1319,1,9,799.01,5,3,5,535,Loyal Customers
1320,201,8,914.36,4,3,5,435,Loyal Customers
1321,209,23,2154.82,4,4,5,445,Champions
1322,1,11,1351.91,5,4,5,545,Champions
1323,87,7,583.94,4,3,4,434,Loyal Customers
1324,1,14,1340.06,5,4,5,545,Champions
1325,1,10,900.79,5,4,5,545,Champions
1326,1,12,826.98,5,4,5,545,Champions
1327,97,8,792.44,4,3,4,434,Loyal Customers
1328,1,10,712.95,5,4,4,544,Champions
1329,1,12,1224.94,5,4,5,545,Champions
1330,1,13,1396.39,5,4,5,545,Champions
1331,1,15,1523.05,5,4,5,545,Champions
1332,1,10,932.96,5,4,5,545,Champions
1333,1,4,546.9,5,3,4,534,Loyal Customers
1334,1,8,656.89,5,3,4,534,Loyal Customers
1335,1,6,643.22,5,3,4,534,Loyal Customers
1336,1,12,1809.74,5,4,5,545,Champions
1337,1,14,1164.27,5,4,5,545,Champions
1338,1,6,413.74,5,3,4,534,Loyal Customers
1339,1,18,1734.35,5,4,5,545,Champions
1340,1,7,1021.05,5,3,5,535,Loyal Customers
1341,1,18,1733.62,5,4,5,545,Champions
1342,1,14,1953.26,5,4,5,545,Champions
1343,1,16,1555.77,5,4,5,545,Champions
1344,75,8,601.16,4,3,4,434,Loyal Customers
1345,1,15,1635.83,5,4,5,545,Champions
1346,1,13,1314.75,5,4,5,545,Champions
1347,344,5,378.28000000000003,4,3,4,434,Loyal Customers
1348,276,9,1020.0999999999999,4,3,5,435,Loyal Customers
1349,1,17,2244.48,5,4,5,545,Champions
1350,429,9,1227.55,3,3,5,335,Loyal Customers
1351,1,14,1399.52,5,4,5,545,Champions
1352,1,10,1253.34,5,4,5,545,Champions
1353,1,8,932.15,5,3,5,535,Loyal Customers
1354,1,14,1191.32,5,4,5,545,Champions
1355,485,6,581.53,3,3,4,334,Loyal Customers
1356,1,7,524.58,5,3,4,534,Loyal Customers
1357,1,20,1802.39,5,4,5,545,Champions
1358,245,15,1257.33,4,4,5,445,Champions
1359,1,14,1165.65,5,4,5,545,Champions
1360,1,14,1454.77,5,4,5,545,Champions
1361,1,14,1414.32,5,4,5,545,Champions
1362,1,13,979.64,5,4,5,545,Champions
1363,1,11,1243.8600000000001,5,4,5,545,Champions
1364,30,11,1004.76,5,4,5,545,Champions
1365,1,10,952.04,5,4,5,545,Champions
1366,1,15,1862.3999999999999,5,4,5,545,Champions
1367,96,9,1253.9,4,3,5,435,Loyal Customers
1368,1,13,1375.2,5,4,5,545,Champions
1369,1,9,599.76,5,3,4,534,Loyal Customers
1370,1,11,807.47,5,4,5,545,Champions
1371,1,8,1126.87,5,3,5,535,Loyal Customers
1372,1,13,1151.56,5,4,5,545,Champions
1373,1,13,1346.25,5,4,5,545,Champions
1374,202,12,919.14,4,4,5,445,Champions
1375,1,17,1859.54,5,4,5,545,Champions
1376,1,9,699.27,5,3,4,534,Loyal Customers
1377,1,8,540.53,5,3,4,534,Loyal Customers
1378,1,11,1385.49,5,4,5,545,Champions
1379,480,9,813.71,3,3,5,335,Loyal Customers
1380,1,20,2735.04,5,4,5,545,Champions
1381,1,16,1979.17,5,4,5,545,Champions
1382,1,12,1024.6,5,4,5,545,Champions
1383,1,13,1475.0900000000001,5,4,5,545,Champions
1384,1,22,2156.59,5,4,5,545,Champions
1385,78,8,748.43,4,3,4,434,Loyal Customers
1386,1,14,1120.85,5,4,5,545,Champions
1387,1,11,1310.8899999999999,5,4,5,545,Champions
1388,1,8,592.35,5,3,4,534,Loyal Customers
1389,1,17,1405.82,5,4,5,545,Champions
1390,1,11,1090.75,5,4,5,545,Champions
1391,1,10,998.3299999999999,5,4,5,545,Champions
1392,1,9,1107.71,5,3,5,535,Loyal Customers
1393,161,14,1449.32,4,4,5,445,Champions
1394,1,10,1038.02,5,4,5,545,Champions
1395,1,6,641.5,5,3,4,534,Loyal Customers
1396,137,10,1367.84,4,4,5,445,Champions
1397,1,16,1827.64,5,4,5,545,Champions
1398,1,13,1068.89,5,4,5,545,Champions
1399,1,7,547.54,5,3,4,534,Loyal Customers
1400,1,14,1136.8,5,4,5,545,Champions
1401,74,11,1303.19,4,4,5,445,Champions
1402,107,10,789.71,4,4,4,444,Champions
1403,1,10,1324.09,5,4,5,545,Champions
1404,1,16,2232.57,5,4,5,545,Champions
1405,1,9,939.94,5,3,5,535,Loyal Customers
1406,1,13,1277.54,5,4,5,545,Champions
1407,1,11,885.39,5,4,5,545,Champions
1408,1,7,875.27,5,3,5,535,Loyal Customers
1409,1,13,1235.91,5,4,5,545,Champions
1410,1,19,1731.99,5,4,5,545,Champions
1411,1,12,876.79,5,4,5,545,Champions
1412,200,8,905.53,4,3,5,435,Loyal Customers
1413,1,11,984.1800000000001,5,4,5,545,Champions
1414,1,11,926.15,5,4,5,545,Champions
1415,312,12,1445.84,4,4,5,445,Champions
1416,1,11,1124.21,5,4,5,545,Champions
1417,1,10,861.76,5,4,5,545,Champions
1418,1,14,1054.9099999999999,5,4,5,545,Champions
1419,1,16,1370.19,5,4,5,545,Champions
1420,1,14,1418.55,5,4,5,545,Champions
1421,329,8,669.4399999999999,4,3,4,434,Loyal Customers
1422,1,8,926.7,5,3,5,535,Loyal Customers
1423,1,13,1238.47,5,4,5,545,Champions
1424,1,11,1009.87,5,4,5,545,Champions
1425,1,6,673.94,5,3,4,534,Loyal Customers
1426,1,11,1494.03,5,4,5,545,Champions
1427,222,8,762.37,4,3,4,434,Loyal Customers
1428,1,8,945.41,5,3,5,535,Loyal Customers
1429,1,9,1019.29,5,3,5,535,Loyal Customers
1430,1,14,1449.29,5,4,5,545,Champions
1431,1,4,432.69,5,3,4,534,Loyal Customers
1432,1,12,1319.48,5,4,5,545,Champions
1433,1,13,1183.68,5,4,5,545,Champions
1434,1,17,2487.37,5,4,5,545,Champions
1435,1,13,1019.5799999999999,5,4,5,545,Champions
1436,1,12,1212.68,5,4,5,545,Champions
1437,1,18,1502.26,5,4,5,545,Champions
1438,1,16,1554.44,5,4,5,545,Champions
1439,331,8,907.26,4,3,5,435,Loyal Customers
1440,1,16,1405.38,5,4,5,545,Champions
1441,1,13,1057.41,5,4,5,545,Champions
1442,1,15,1451.97,5,4,5,545,Champions
1443,1,13,1450.44,5,4,5,545,Champions
1444,227,12,965.38,4,4,5,445,Champions
1445,121,13,1214.13,4,4,5,445,Champions
1446,299,15,1659.52,4,4,5,445,Champions
1447,1,14,1375.33,5,4,5,545,Champions
1448,333,7,760.37,4,3,4,434,Loyal Customers
1449,1,12,1240.32,5,4,5,545,Champions
1450,1,11,978.98,5,4,5,545,Champions
1451,27,13,1552.46,5,4,5,545,Champions
1452,1,13,1269.05,5,4,5,545,Champions
1453,1,8,1069.08,5,3,5,535,Loyal Customers
1454,1,16,1831.03,5,4,5,545,Champions
1455,1,10,997.18,5,4,5,545,Champions
1456,1,13,1364.53,5,4,5,545,Champions
1457,1,16,1831.1399999999999,5,4,5,545,Champions
1458,154,16,1208.6,4,4,5,445,Champions
1459,1,10,919.44,5,4,5,545,Champions
1460,1,10,721.44,5,4,4,544,Champions
1461,1,15,2070.46,5,4,5,545,Champions
1462,1,10,1100.41,5,4,5,545,Champions
1463,1,12,1097.2,5,4,5,545,Champions
1464,1,17,2317.35,5,4,5,545,Champions
1465,1,11,918.8,5,4,5,545,Champions
1466,1,23,2532.05,5,4,5,545,Champions
1467,1,12,1370.26,5,4,5,545,Champions
1468,1,10,1105.71,5,4,5,545,Champions
1469,1,8,828.6700000000001,5,3,5,535,Loyal Customers
1470,1,14,1569.9,5,4,5,545,Champions
1471,1,11,1213.18,5,4,5,545,Champions
1472,1,10,754.19,5,4,4,544,Champions
1473,1,10,976.42,5,4,5,545,Champions
1474,178,8,1129.72,4,3,5,435,Loyal Customers
1475,1,5,742.61,5,3,4,534,Loyal Customers
1476,1,12,1274.87,5,4,5,545,Champions
1477,181,15,1280.95,4,4,5,445,Champions
1478,1,8,629.87,5,3,4,534,Loyal Customers
1479,1,16,1476.71,5,4,5,545,Champions
1480,1,14,1550.69,5,4,5,545,Champions
1481,1,10,935.41,5,4,5,545,Champions
1482,1,7,768.56,5,3,4,534,Loyal Customers
1483,1,13,1155.24,5,4,5,545,Champions
1484,76,10,726.84,4,4,4,444,Champions
1485,1,11,1028.17,5,4,5,545,Champions
1486,1,18,1582.79,5,4,5,545,Champions
1487,1,12,1267.62,5,4,5,545,Champions
1488,1,8,439.07,5,3,4,534,Loyal Customers
1489,1,8,775.46,5,3,4,534,Loyal Customers
1490,1,13,1156.62,5,4,5,545,Champions
1491,1,13,1038.29,5,4,5,545,Champions
1492,1,12,1001.19,5,4,5,545,Champions
1493,1,8,866.48,5,3,5,535,Loyal Customers
1494,119,11,1109.37,4,4,5,445,Champions
1495,179,14,1215.6,4,4,5,445,Champions
1496,1,11,817.25,5,4,5,545,Champions
1497,1,11,1060.47,5,4,5,545,Champions
1498,1,14,1282.31,5,4,5,545,Champions
1499,1,15,1381.63,5,4,5,545,Champions
1500,72,11,833.23,4,4,5,445,Champions
1501,1,15,1289.63,5,4,5,545,Champions
1502,216,7,540.8199999999999,4,3,4,434,Loyal Customers
1503,1,11,854.1899999999999,5,4,5,545,Champions
1504,280,15,1297.4,4,4,5,445,Champions
1505,1,10,1328.8400000000001,5,4,5,545,Champions
1506,1,19,1998.55,5,4,5,545,Champions
1507,1,6,822.33,5,3,5,535,Loyal Customers
1508,272,9,1297.64,4,3,5,435,Loyal Customers
1509,492,6,346.05999999999995,3,3,4,334,Loyal Customers
1510,1,15,1610.3,5,4,5,545,Champions
1511,162,5,535.84,4,3,4,434,Loyal Customers
1512,1,13,1681.42,5,4,5,545,Champions
1513,191,15,1771.46,4,4,5,445,Champions
1514,1,12,1489.39,5,4,5,545,Champions
1515,1,12,1372.86,5,4,5,545,Champions
1516,149,11,1012.64,4,4,5,445,Champions
1517,1,12,873.32,5,4,5,545,Champions
1518,1,10,1398.8500000000001,5,4,5,545,Champions
1519,141,9,1189.88,4,3,5,435,Loyal Customers
1520,1,12,1439.66,5,4,5,545,Champions
1521,1,9,1123.9,5,3,5,535,Loyal Customers
1522,1,11,964.3199999999999,5,4,5,545,Champions
1523,1,7,586.74,5,3,4,534,Loyal Customers
1524,1,8,437.12,5,3,4,534,Loyal Customers
1525,1,9,869.13,5,3,5,535,Loyal Customers
1526,1,9,1301.24,5,3,5,535,Loyal Customers
1527,1,12,1039.68,5,4,5,545,Champions
1528,1,10,778.04,5,4,4,544,Champions
1529,1,17,1748.69,5,4,5,545,Champions
1530,1,13,1433.9099999999999,5,4,5,545,Champions
1531,1,12,1323.55,5,4,5,545,Champions
1532,1,18,1980.75,5,4,5,545,Champions
1533,1,15,1903.3,5,4,5,545,Champions
1534,360,7,1012.03,4,3,5,435,Loyal Customers
1535,1,11,798.8199999999999,5,4,5,545,Champions
1536,1,9,887.4300000000001,5,3,5,535,Loyal Customers
1537,1,13,1239.45,5,4,5,545,Champions
1538,1,9,777.62,5,3,4,534,Loyal Customers
1539,1,15,1417.06,5,4,5,545,Champions
1540,1,9,1180.15,5,3,5,535,Loyal Customers
1541,312,6,883.6999999999999,4,3,5,435,Loyal Customers
1542,106,8,942.29,4,3,5,435,Loyal Customers
1543,1,15,1320.92,5,4,5,545,Champions
1544,1,10,1364.78,5,4,5,545,Champions
1545,1,11,739.96,5,4,4,544,Champions
1546,1,11,852.7,5,4,5,545,Champions
1547,1,13,1077.44,5,4,5,545,Champions
1548,1,11,1385.27,5,4,5,545,Champions
1549,1,8,897.1,5,3,5,535,Loyal Customers
1550,1,6,449.75,5,3,4,534,Loyal Customers
1551,1,17,1564.44,5,4,5,545,Champions
1552,1,11,1130.94,5,4,5,545,Champions
1553,1,12,1711.1,5,4,5,545,Champions
1554,1,13,832.58,5,4,5,545,Champions
1555,1,7,1245.73,5,3,5,535,Loyal Customers
1556,72,15,1284.85,4,4,5,445,Champions
1557,1,13,1548.36,5,4,5,545,Champions
1558,1,11,906.5699999999999,5,4,5,545,Champions
1559,1,15,1536.97,5,4,5,545,Champions
1560,1,8,780.36,5,3,4,534,Loyal Customers
1561,1,9,1038.3899999999999,5,3,5,535,Loyal Customers
1562,1,14,1400.31,5,4,5,545,Champions
1563,1,10,1052.68,5,4,5,545,Champions
1564,1,8,804.13,5,3,5,535,Loyal Customers
1565,1,9,572.07,5,3,4,534,Loyal Customers
1566,1,13,1009.04,5,4,5,545,Champions
1567,1,13,1498.25,5,4,5,545,Champions
1568,1,17,2116.99,5,4,5,545,Champions
1569,1,16,1460.47,5,4,5,545,Champions
1570,1,9,1065.4,5,3,5,535,Loyal Customers
1571,215,8,1350.29,4,3,5,435,Loyal Customers
1572,1,13,1483.65,5,4,5,545,Champions
1573,1,7,672.97,5,3,4,534,Loyal Customers
1574,1,11,1481.0,5,4,5,545,Champions
1575,1,14,2164.06,5,4,5,545,Champions
1576,1,14,1046.15,5,4,5,545,Champions
1577,1,9,807.98,5,3,5,535,Loyal Customers
1578,1,13,1279.39,5,4,5,545,Champions
1579,1,17,1853.71,5,4,5,545,Champions
1580,1,14,1161.48,5,4,5,545,Champions
1581,1,11,1300.47,5,4,5,545,Champions
1582,1,9,954.49,5,3,5,535,Loyal Customers
1583,1,16,1455.6299999999999,5,4,5,545,Champions
1584,1,8,676.73,5,3,4,534,Loyal Customers
1585,36,8,721.8,5,3,4,534,Loyal Customers
1586,1,9,852.53,5,3,5,535,Loyal Customers
1587,1,8,593.94,5,3,4,534,Loyal Customers
1588,1,15,1657.8500000000001,5,4,5,545,Champions
1589,1,10,554.58,5,4,4,544,Champions
1590,224,9,797.22,4,3,5,435,Loyal Customers
1591,1,11,1339.0700000000002,5,4,5,545,Champions
1592,1,11,1463.67,5,4,5,545,Champions
1593,1,10,939.36,5,4,5,545,Champions
1594,1,11,1157.46,5,4,5,545,Champions
1595,1,7,1168.34,5,3,5,535,Loyal Customers
1596,48,10,1348.72,5,4,5,545,Champions
1597,1,13,1227.18,5,4,5,545,Champions
1598,1,11,1119.46,5,4,5,545,Champions
1599,1,19,2161.72,5,4,5,545,Champions
1600,1,18,1968.55,5,4,5,545,Champions
1601,1,12,794.68,5,4,4,544,Champions
1602,1,11,1166.83,5,4,5,545,Champions
1603,1,8,785.1,5,3,4,534,Loyal Customers
1604,1,14,1118.98,5,4,5,545,Champions
1605,1,10,554.97,5,4,4,544,Champions
1606,1,10,1133.19,5,4,5,545,Champions
1607,1,15,1844.8799999999999,5,4,5,545,Champions
1608,1,10,963.96,5,4,5,545,Champions
1609,1,16,1682.29,5,4,5,545,Champions
1610,1,7,759.3399999999999,5,3,4,534,Loyal Customers
1611,1,8,751.85,5,3,4,534,Loyal Customers
1612,1,15,1547.5,5,4,5,545,Champions
1613,456,6,548.23,3,3,4,334,Loyal Customers
1614,1,13,1165.85,5,4,5,545,Champions
1615,1,13,1115.54,5,4,5,545,Champions
1616,1,12,1534.97,5,4,5,545,Champions
1617,1,16,1311.99,5,4,5,545,Champions
1618,30,15,1342.37,5,4,5,545,Champions
1619,1,13,1578.05,5,4,5,545,Champions
1620,1,14,1544.94,5,4,5,545,Champions
1621,1,13,1142.66,5,4,5,545,Champions
1622,1,17,1481.8799999999999,5,4,5,545,Champions
1623,1,10,981.77,5,4,5,545,Champions
1624,1,9,1292.05,5,3,5,535,Loyal Customers
1625,1,13,1193.96,5,4,5,545,Champions
1626,1,11,1103.69,5,4,5,545,Champions
1627,1,14,1878.99,5,4,5,545,Champions
1628,1,14,1335.28,5,4,5,545,Champions
1629,1,8,796.81,5,3,4,534,Loyal Customers
1630,1,13,1062.46,5,4,5,545,Champions
1631,1,14,1274.29,5,4,5,545,Champions
1632,88,10,822.8199999999999,4,4,5,445,Champions
1633,1,11,1094.95,5,4,5,545,Champions
1634,1,16,1288.58,5,4,5,545,Champions
1635,43,8,697.8299999999999,5,3,4,534,Loyal Customers
1636,137,7,789.44,4,3,4,434,Loyal Customers
1637,1,14,1343.02,5,4,5,545,Champions
1638,1,10,687.14,5,4,4,544,Champions
1639,1,9,1057.8899999999999,5,3,5,535,Loyal Customers
1640,1,15,1353.98,5,4,5,545,Champions
1641,1,13,1160.28,5,4,5,545,Champions
1642,1,8,851.52,5,3,5,535,Loyal Customers
1643,1,12,871.3,5,4,5,545,Champions
1644,1,8,701.9300000000001,5,3,4,534,Loyal Customers
1645,1,11,1050.8,5,4,5,545,Champions
1646,1,11,804.29,5,4,5,545,Champions
1647,253,15,1644.54,4,4,5,445,Champions
1648,1,7,542.76,5,3,4,534,Loyal Customers
1649,1,5,926.02,5,3,5,535,Loyal Customers
1650,1,8,794.25,5,3,4,534,Loyal Customers
1651,1,9,1188.3700000000001,5,3,5,535,Loyal Customers
1652,1,13,1471.1,5,4,5,545,Champions
1653,46,6,436.34000000000003,5,3,4,534,Loyal Customers
1654,1,15,1704.55,5,4,5,545,Champions
1655,1,10,786.36,5,4,4,544,Champions
1656,1,8,786.3199999999999,5,3,4,534,Loyal Customers
1657,1,13,1597.67,5,4,5,545,Champions
1658,1,11,1256.61,5,4,5,545,Champions
1659,1,13,1335.53,5,4,5,545,Champions
1660,382,10,1054.55,3,4,5,345,Loyal Customers
1661,1,11,1176.32,5,4,5,545,Champions
1662,1,15,1674.64,5,4,5,545,Champions
1663,1,14,1572.1,5,4,5,545,Champions
1664,1,12,1018.13,5,4,5,545,Champions
1665,1,13,1063.37,5,4,5,545,Champions
1666,1,10,960.37,5,4,5,545,Champions
1667,1,11,1206.3,5,4,5,545,Champions
1668,101,12,761.42,4,4,4,444,Champions
1669,1,13,1121.1200000000001,5,4,5,545,Champions
1670,32,10,1158.08,5,4,5,545,Champions
1671,1,11,975.31,5,4,5,545,Champions
1672,1,11,906.83,5,4,5,545,Champions
1673,1,10,932.32,5,4,5,545,Champions
1674,1,10,967.95,5,4,5,545,Champions
1675,1,11,801.89,5,4,5,545,Champions
1676,12,8,709.06,5,3,4,534,Loyal Customers
1677,1,14,900.86,5,4,5,545,Champions
1678,209,9,962.06,4,3,5,435,Loyal Customers
1679,1,14,1051.5,5,4,5,545,Champions
1680,1,7,822.31,5,3,5,535,Loyal Customers
1681,364,8,785.05,4,3,4,434,Loyal Customers
1682,1,11,1544.46,5,4,5,545,Champions
1683,332,6,378.82000000000005,4,3,4,434,Loyal Customers
1684,1,10,943.63,5,4,5,545,Champions
1685,1,11,862.32,5,4,5,545,Champions
1686,1,5,570.34,5,3,4,534,Loyal Customers
1687,1,13,1506.26,5,4,5,545,Champions
1688,1,9,715.82,5,3,4,534,Loyal Customers
1689,1,12,1693.6299999999999,5,4,5,545,Champions
1690,1,10,1320.1,5,4,5,545,Champions
1691,1,13,1348.76,5,4,5,545,Champions
1692,413,12,772.88,3,4,4,344,Loyal Customers
1693,1,11,1194.46,5,4,5,545,Champions
1694,1,8,756.93,5,3,4,534,Loyal Customers
1695,60,7,1033.77,5,3,5,535,Loyal Customers
1696,166,13,1099.24,4,4,5,445,Champions
1697,1,12,927.36,5,4,5,545,Champions
1698,149,14,1269.1399999999999,4,4,5,445,Champions
1699,1,15,1536.71,5,4,5,545,Champions
1700,1,16,1374.1100000000001,5,4,5,545,Champions
1701,1,10,1009.02,5,4,5,545,Champions
1702,1,11,974.47,5,4,5,545,Champions
1703,311,4,358.87,4,3,4,434,Loyal Customers
1704,1,11,1382.44,5,4,5,545,Champions
1705,1,6,417.46000000000004,5,3,4,534,Loyal Customers
1706,1,8,817.84,5,3,5,535,Loyal Customers
1707,146,12,1259.31,4,4,5,445,Champions
1708,1,11,1835.72,5,4,5,545,Champions
1709,1,12,936.0600000000001,5,4,5,545,Champions
